tick,aware_users,detectors,evidence_users,gossip_bytes_this_tick,proofs_ok,proofs_inconsistent,proofs_withhold,proofs_timeout,crosscut_deliveries,crosscut_dropped,messages_this_tick
0,0,0,0,896,0,0,0,0,0,0,691
1,0,0,0,0,0,0,0,0,0,0,739
2,0,0,0,0,0,0,0,0,0,0,663
3,0,0,0,0,0,0,0,0,0,0,666
4,0,0,0,0,0,0,0,0,0,0,868
5,0,0,0,0,0,0,0,0,0,0,692
6,0,0,0,0,0,0,0,0,0,0,589
7,0,0,0,0,0,0,0,0,0,0,684
8,0,0,0,0,0,0,0,0,0,0,595
9,0,0,0,12544,0,0,0,0,0,0,586
10,0,0,0,0,0,0,0,0,0,0,489
11,0,0,0,0,0,0,0,0,0,0,495
12,0,0,0,0,0,0,0,0,0,0,570
13,0,0,0,0,0,0,0,0,0,0,604
14,0,0,0,0,0,0,0,0,0,0,533
15,0,0,0,0,0,0,0,0,0,0,563
16,0,0,0,0,0,0,0,0,0,0,481
17,0,0,0,0,0,0,0,0,0,0,481
18,0,0,0,0,0,0,0,0,0,0,637
19,0,0,0,0,0,0,0,0,0,0,626
20,0,0,0,0,0,0,0,0,0,0,620
21,0,0,0,0,0,0,0,0,0,0,500
22,0,0,0,0,0,0,0,0,0,0,612
23,0,0,0,1792,0,0,0,0,0,0,523
24,0,0,0,0,0,0,0,0,0,0,469
25,0,0,0,0,0,0,0,0,0,0,463
26,0,0,0,0,0,0,0,0,0,0,615
27,0,0,0,12544,0,0,0,0,0,0,692
28,0,0,0,0,0,0,0,0,0,0,571
29,0,0,0,0,0,0,0,0,0,0,574
30,0,0,0,0,0,0,0,0,0,0,585
31,0,0,0,0,0,0,0,0,0,0,624
32,0,0,0,0,0,0,0,0,0,0,527
33,0,0,0,0,0,0,0,0,0,0,478
34,0,0,0,12544,0,0,0,0,0,0,505
35,0,0,0,0,0,0,0,0,0,0,676
36,0,0,0,896,0,0,0,0,0,0,501
37,0,0,0,1792,0,0,0,0,0,0,518
38,0,0,0,0,0,0,0,0,0,0,614
39,0,0,0,0,0,0,0,0,0,0,685
40,0,0,0,0,0,0,0,0,0,0,705
41,0,0,0,0,0,0,0,0,0,0,557
42,0,0,0,896,0,0,0,0,0,0,613
43,0,0,0,0,0,0,0,0,0,0,796
44,0,0,0,0,0,0,0,0,0,0,658
45,0,0,0,0,0,0,0,0,0,0,615
46,0,0,0,8960,0,0,0,0,0,0,754
47,0,0,0,0,0,0,0,0,0,0,727
48,0,0,0,0,0,0,0,0,0,0,723
49,0,0,0,0,0,0,0,0,0,0,853
50,0,0,0,0,0,0,0,0,0,0,675
51,0,0,0,0,0,0,0,0,0,0,894
52,2,2,2,9856,0,2,0,0,2,0,793
53,2,2,2,0,0,0,0,0,0,0,849
54,2,2,2,0,0,0,0,0,0,0,827
55,2,2,2,0,0,0,0,0,0,0,904
56,2,2,2,896,0,0,0,0,0,0,894
57,2,2,2,0,0,0,0,0,0,0,970
58,2,2,2,0,0,0,0,0,0,0,941
59,2,2,2,0,0,0,0,0,0,0,1115
60,2,2,2,0,0,0,0,0,0,0,905
61,2,2,2,0,0,0,0,0,0,0,1056
62,2,2,2,896,0,0,0,0,0,0,1199
63,2,2,2,1792,0,0,0,0,0,0,1070
64,2,2,2,896,0,0,0,0,0,0,1183
65,2,2,2,0,0,0,0,0,0,0,1213
66,3,3,3,1792,0,1,0,0,1,0,1290
67,3,3,3,0,0,0,0,0,0,0,1305
68,3,3,3,0,0,0,0,0,0,0,1297
69,3,3,3,0,0,0,0,0,0,0,1339
70,3,3,3,8960,0,0,0,0,0,0,1163
71,3,3,3,0,0,0,0,0,0,0,1306
