tick,user,event
38,43,aware
38,43,evidence
38,43,detect
40,10331,aware
40,10331,evidence
40,10331,detect
41,1889,aware
41,1889,evidence
41,1889,detect
42,262,aware
42,262,evidence
42,262,detect
48,11194,aware
48,11194,evidence
48,11194,detect
49,11992,aware
49,11992,evidence
49,11992,detect
49,2438,aware
49,2438,evidence
49,2438,detect
56,3267,aware
56,3267,evidence
56,3267,detect
56,8602,aware
56,8602,evidence
56,8602,detect
60,7370,aware
60,7370,evidence
60,7370,detect
60,7464,aware
60,7464,evidence
60,7464,detect
63,1428,aware
63,1428,evidence
63,1428,detect
68,7929,aware
68,7929,evidence
68,7929,detect
