tick,user,event
36,1605,aware
36,1605,evidence
36,1605,detect
41,6953,aware
41,6953,evidence
41,6953,detect
41,1540,aware
41,1540,evidence
41,1540,detect
53,1536,aware
53,1536,evidence
53,1536,detect
54,1116,aware
54,1116,evidence
54,1116,detect
63,6488,aware
63,6488,evidence
63,6488,detect
67,7522,aware
67,7522,evidence
67,7522,detect
71,7843,aware
71,7843,evidence
71,7843,detect
71,2172,aware
71,2172,evidence
71,2172,detect
71,1518,aware
71,1518,evidence
71,1518,detect
71,2340,aware
71,2340,evidence
71,2340,detect
71,1580,aware
71,1580,evidence
71,1580,detect
71,3093,aware
71,3093,evidence
71,3093,detect
71,7547,aware
71,7547,evidence
71,7547,detect
71,6089,aware
71,6089,evidence
71,6089,detect
71,1862,aware
71,1862,evidence
71,1862,detect
71,1649,aware
71,1649,evidence
71,1649,detect
71,13,aware
71,13,evidence
71,13,detect
71,6115,aware
71,6115,evidence
71,6115,detect
71,3410,aware
71,3410,evidence
71,3410,detect
71,1498,aware
71,1498,evidence
71,1498,detect
