tick,user,event
45,9074,aware
45,9074,evidence
45,9074,detect
46,6295,aware
46,6295,evidence
46,6295,detect
49,7287,aware
49,7287,evidence
49,7287,detect
53,7822,aware
53,7822,evidence
53,7822,detect
54,5580,aware
54,5580,evidence
54,5580,detect
54,2026,aware
54,2026,evidence
54,2026,detect
54,1957,aware
54,1957,evidence
54,1957,detect
54,2446,aware
54,2446,evidence
54,2446,detect
54,7129,aware
54,7129,evidence
54,7129,detect
54,1314,aware
54,1314,evidence
54,1314,detect
54,8472,aware
54,8472,evidence
54,8472,detect
54,471,aware
54,471,evidence
54,471,detect
58,5719,aware
58,5719,evidence
58,5719,detect
62,720,aware
62,720,evidence
62,720,detect
64,3168,aware
64,3168,evidence
64,3168,detect
64,3971,aware
64,3971,evidence
64,3971,detect
