tick,user,event
36,1308,aware
36,1308,evidence
36,1308,detect
37,11308,aware
37,11308,evidence
37,11308,detect
43,5699,aware
43,5699,evidence
43,5699,detect
44,3804,aware
44,3804,evidence
44,3804,detect
44,2880,aware
44,2880,evidence
44,2880,detect
44,1497,aware
44,1497,evidence
44,1497,detect
44,6407,aware
44,6407,evidence
44,6407,detect
44,9723,aware
44,9723,evidence
44,9723,detect
44,6378,aware
44,6378,evidence
44,6378,detect
44,9591,aware
44,9591,evidence
44,9591,detect
44,8920,aware
44,8920,evidence
44,8920,detect
44,1496,aware
44,1496,evidence
44,1496,detect
49,8795,aware
49,8795,evidence
49,8795,detect
54,8409,aware
54,8409,evidence
54,8409,detect
54,11071,aware
54,11071,evidence
54,11071,detect
54,9910,aware
54,9910,evidence
54,9910,detect
54,10956,aware
54,10956,evidence
54,10956,detect
54,4440,aware
54,4440,evidence
54,4440,detect
54,2126,aware
54,2126,evidence
54,2126,detect
54,11291,aware
54,11291,evidence
54,11291,detect
54,11616,aware
54,11616,evidence
54,11616,detect
54,602,aware
54,602,evidence
54,602,detect
54,4715,aware
54,4715,evidence
54,4715,detect
54,8041,aware
54,8041,evidence
54,8041,detect
56,5562,aware
56,5562,evidence
56,5562,detect
57,7567,aware
57,7567,evidence
57,7567,detect
58,5437,aware
58,5437,evidence
58,5437,detect
59,8940,aware
59,8940,evidence
59,8940,detect
59,6777,aware
59,6777,evidence
59,6777,detect
60,222,aware
60,222,evidence
60,222,detect
60,6191,aware
60,6191,evidence
60,6191,detect
62,10409,aware
62,10409,evidence
62,10409,detect
63,5751,aware
63,5751,evidence
63,5751,detect
63,7830,aware
63,7830,evidence
63,7830,detect
67,5097,aware
67,5097,evidence
67,5097,detect
68,247,aware
68,247,evidence
68,247,detect
68,551,aware
68,551,evidence
68,551,detect
68,4066,aware
68,4066,evidence
68,4066,detect
69,9905,aware
69,9905,evidence
69,9905,detect
69,7358,aware
69,7358,evidence
69,7358,detect
71,459,aware
71,459,evidence
71,459,detect
71,3103,aware
71,3103,evidence
71,3103,detect
