tick,aware_users,detectors,evidence_users,gossip_bytes_this_tick,proofs_ok,proofs_inconsistent,proofs_withhold,proofs_timeout,crosscut_deliveries,crosscut_dropped,messages_this_tick,latest_users
0,0,0,0,38528,0,0,0,0,0,0,791,8000
1,0,0,0,31360,0,0,0,0,0,0,818,8000
2,0,0,0,48384,0,0,0,0,0,0,620,8000
3,0,0,0,73472,0,0,0,0,0,0,769,8000
4,0,0,0,46592,0,0,0,0,0,0,701,8000
5,0,0,0,37632,0,0,0,0,0,0,592,8000
6,0,0,0,40320,0,0,0,0,0,0,738,8000
7,0,0,0,39424,0,0,0,0,0,0,659,8000
8,0,0,0,36736,0,0,0,0,0,0,648,8000
9,0,0,0,33152,0,0,0,0,0,0,564,8000
10,0,0,0,38528,0,0,0,0,0,0,625,8000
11,0,0,0,17920,0,0,0,0,0,0,578,8000
12,0,0,0,15232,0,0,0,0,0,0,688,27
13,0,0,0,5376,0,0,0,0,0,0,604,38
14,0,0,0,17024,0,0,0,0,0,0,576,66
15,0,0,0,16128,0,0,0,0,0,0,758,87
16,0,0,0,11648,0,0,0,0,0,0,634,104
17,0,0,0,24192,0,0,0,0,0,0,483,139
18,0,0,0,7168,0,0,0,0,0,0,555,153
19,0,0,0,31360,0,0,0,0,0,0,598,192
20,0,0,0,22400,0,0,0,0,0,0,603,222
21,0,0,0,34944,0,0,0,0,0,0,531,266
22,0,0,0,24192,0,0,0,0,0,0,591,298
23,0,0,0,25088,0,0,0,0,0,0,495,320
24,0,0,0,4480,0,0,0,0,0,0,478,10
25,0,0,0,13440,0,0,0,0,0,0,649,31
26,0,0,0,18816,0,0,0,0,0,0,580,61
27,0,0,0,43008,0,0,0,0,0,0,540,116
28,0,0,0,34944,0,0,0,0,0,0,547,165
29,0,0,0,24192,0,0,0,0,0,0,590,202
30,0,0,0,14336,0,0,0,0,0,0,579,228
31,0,0,0,20608,0,0,0,0,0,0,585,258
32,0,0,0,12544,0,0,0,0,0,0,491,282
33,0,0,0,25984,0,0,0,0,0,0,567,315
34,0,0,0,40320,0,0,0,0,0,0,684,359
35,0,0,0,14336,0,0,0,0,0,0,672,379
36,2,2,2,51072,0,2,0,0,2,0,530,68
37,14,14,14,55552,0,12,0,0,12,0,722,134
38,15,15,15,16128,0,1,0,0,1,0,758,158
39,18,18,18,60032,0,3,0,0,3,0,816,234
40,21,21,21,48384,0,3,0,0,3,0,582,296
41,23,23,23,35840,0,2,0,0,2,0,607,342
42,25,25,25,32256,0,2,0,0,2,0,615,377
43,25,25,25,44800,0,0,0,0,0,0,722,416
44,25,25,25,8064,0,0,0,0,0,0,522,430
45,27,27,27,56448,0,2,0,0,2,0,681,494
46,29,29,29,41216,0,3,0,0,3,0,653,531
47,30,30,30,27776,0,1,0,0,1,0,632,568
48,32,32,32,19712,0,2,0,0,2,0,684,31
49,37,37,37,48384,0,5,0,0,5,0,761,97
50,40,40,40,28672,0,3,0,0,3,0,775,138
51,45,45,45,53760,0,5,0,0,5,0,804,206
52,50,50,50,86016,0,6,0,0,6,0,829,307
53,50,50,50,27776,0,1,0,0,1,0,833,331
54,52,52,52,61824,0,3,0,0,3,0,967,400
55,54,54,54,65408,0,2,0,0,2,0,990,476
56,56,56,56,56448,0,2,0,0,2,0,909,539
57,67,67,67,33152,0,11,0,0,11,0,924,583
58,69,69,69,34944,0,2,0,0,2,0,1000,624
59,70,70,70,39424,0,2,0,0,2,0,991,659
60,79,79,79,98560,0,10,0,0,10,0,1106,117
61,83,83,83,42112,0,4,0,0,4,0,1039,179
62,83,83,83,65408,0,3,0,0,3,0,1126,257
63,88,88,88,67200,0,5,0,0,5,0,1085,345
64,88,88,88,57344,0,1,0,0,1,0,1252,413
65,102,102,102,75264,0,14,0,0,14,0,1239,509
66,103,103,103,47488,0,3,0,0,3,0,1166,568
67,104,104,104,64512,0,1,0,0,1,0,1362,626
68,109,109,109,72576,0,5,0,0,5,0,1369,713
69,125,125,125,81536,0,21,0,0,21,0,1353,789
70,128,128,128,52864,0,3,0,0,3,0,1366,858
71,131,131,131,74368,0,5,0,0,5,0,1385,910
