tick,user,event
36,46,aware
36,46,evidence
36,46,detect
39,11151,aware
39,11151,evidence
39,11151,detect
41,1122,aware
41,1122,evidence
41,1122,detect
41,7152,aware
41,7152,evidence
41,7152,detect
41,11101,aware
41,11101,evidence
41,11101,detect
48,265,aware
48,265,evidence
48,265,detect
50,8918,aware
50,8918,evidence
50,8918,detect
50,10318,aware
50,10318,evidence
50,10318,detect
50,4477,aware
50,4477,evidence
50,4477,detect
52,3146,aware
52,3146,evidence
52,3146,detect
52,5697,aware
52,5697,evidence
52,5697,detect
52,7936,aware
52,7936,evidence
52,7936,detect
52,215,aware
52,215,evidence
52,215,detect
52,9575,aware
52,9575,evidence
52,9575,detect
52,2229,aware
52,2229,evidence
52,2229,detect
52,5593,aware
52,5593,evidence
52,5593,detect
52,6215,aware
52,6215,evidence
52,6215,detect
52,7215,aware
52,7215,evidence
52,7215,detect
52,6870,aware
52,6870,evidence
52,6870,detect
54,4148,aware
54,4148,evidence
54,4148,detect
54,10349,aware
54,10349,evidence
54,10349,detect
54,8342,aware
54,8342,evidence
54,8342,detect
55,2091,aware
55,2091,evidence
55,2091,detect
57,5443,aware
57,5443,evidence
57,5443,detect
58,2202,aware
58,2202,evidence
58,2202,detect
58,7730,aware
58,7730,evidence
58,7730,detect
59,6044,aware
59,6044,evidence
59,6044,detect
59,7745,aware
59,7745,evidence
59,7745,detect
59,9821,aware
59,9821,evidence
59,9821,detect
59,5897,aware
59,5897,evidence
59,5897,detect
59,3687,aware
59,3687,evidence
59,3687,detect
59,7836,aware
59,7836,evidence
59,7836,detect
59,8182,aware
59,8182,evidence
59,8182,detect
59,10118,aware
59,10118,evidence
59,10118,detect
59,10866,aware
59,10866,evidence
59,10866,detect
59,9689,aware
59,9689,evidence
59,9689,detect
59,10748,aware
59,10748,evidence
59,10748,detect
61,3109,aware
61,3109,evidence
61,3109,detect
63,8970,aware
63,8970,evidence
63,8970,detect
63,6782,aware
63,6782,evidence
63,6782,detect
63,9922,aware
63,9922,evidence
63,9922,detect
64,8847,aware
64,8847,evidence
64,8847,detect
65,11648,aware
65,11648,evidence
65,11648,detect
67,7549,aware
67,7549,evidence
67,7549,detect
68,3549,aware
68,3549,evidence
68,3549,detect
68,2383,aware
68,2383,evidence
68,2383,detect
