tick,user,event
52,5102,aware
52,5102,evidence
52,5102,detect
64,7527,aware
64,7527,evidence
64,7527,detect
67,3139,aware
67,3139,evidence
67,3139,detect
67,1073,aware
67,1073,evidence
67,1073,detect
67,1143,aware
67,1143,evidence
67,1143,detect
67,2509,aware
67,2509,evidence
67,2509,detect
67,11332,aware
67,11332,evidence
67,11332,detect
67,5781,aware
67,5781,evidence
67,5781,detect
67,9618,aware
67,9618,evidence
67,9618,detect
70,11646,aware
70,11646,evidence
70,11646,detect
71,7458,aware
71,7458,evidence
71,7458,detect
