tick,user,event
53,10042,aware
53,10042,evidence
53,10042,detect
53,3621,aware
53,3621,evidence
53,3621,detect
53,6176,aware
53,6176,evidence
53,6176,detect
53,9533,aware
53,9533,evidence
53,9533,detect
53,6505,aware
53,6505,evidence
53,6505,detect
60,10084,aware
60,10084,evidence
60,10084,detect
60,5705,aware
60,5705,evidence
60,5705,detect
60,11241,aware
60,11241,evidence
60,11241,detect
60,9014,aware
60,9014,evidence
60,9014,detect
60,345,aware
60,345,evidence
60,345,detect
60,4436,aware
60,4436,evidence
60,4436,detect
60,3910,aware
60,3910,evidence
60,3910,detect
60,751,aware
60,751,evidence
60,751,detect
66,486,aware
66,486,evidence
66,486,detect
66,5804,aware
66,5804,evidence
66,5804,detect
66,1781,aware
66,1781,evidence
66,1781,detect
66,8722,aware
66,8722,evidence
66,8722,detect
