tick,user,event
39,6928,aware
39,6928,evidence
39,6928,detect
47,7588,aware
47,7588,evidence
47,7588,detect
47,4793,aware
47,4793,evidence
47,4793,detect
51,347,aware
51,347,evidence
51,347,detect
52,595,aware
52,595,evidence
52,595,detect
54,5216,aware
54,5216,evidence
54,5216,detect
55,3862,aware
55,3862,evidence
55,3862,detect
55,2374,aware
55,2374,evidence
55,2374,detect
55,5577,aware
55,5577,evidence
55,5577,detect
55,11164,aware
55,11164,evidence
55,11164,detect
55,956,aware
55,956,evidence
55,956,detect
55,4939,aware
55,4939,evidence
55,4939,detect
55,2060,aware
55,2060,evidence
55,2060,detect
55,4106,aware
55,4106,evidence
55,4106,detect
55,9016,aware
55,9016,evidence
55,9016,detect
55,9895,aware
55,9895,evidence
55,9895,detect
56,11827,aware
56,11827,evidence
56,11827,detect
58,7285,aware
58,7285,evidence
58,7285,detect
67,737,aware
67,737,evidence
67,737,detect
68,3754,aware
68,3754,evidence
68,3754,detect
