tick,user,event
36,3423,aware
36,3423,evidence
36,3423,detect
39,1720,aware
39,1720,evidence
39,1720,detect
41,3403,aware
41,3403,evidence
41,3403,detect
48,2275,aware
48,2275,evidence
48,2275,detect
52,4039,aware
52,4039,evidence
52,4039,detect
56,4595,aware
56,4595,evidence
56,4595,detect
56,6570,aware
56,6570,evidence
56,6570,detect
63,11783,aware
63,11783,evidence
63,11783,detect
63,1293,aware
63,1293,evidence
63,1293,detect
65,8762,aware
65,8762,evidence
65,8762,detect
67,6935,aware
67,6935,evidence
67,6935,detect
69,1783,aware
69,1783,evidence
69,1783,detect
70,5770,aware
70,5770,evidence
70,5770,detect
71,368,aware
71,368,evidence
71,368,detect
