tick,user,event
38,7564,aware
38,7564,evidence
38,7564,detect
38,998,aware
38,998,evidence
38,998,detect
45,4553,aware
45,4553,evidence
45,4553,detect
45,9220,aware
45,9220,evidence
45,9220,detect
50,9991,aware
50,9991,evidence
50,9991,detect
50,4501,aware
50,4501,evidence
50,4501,detect
50,8841,aware
50,8841,evidence
50,8841,detect
52,3310,aware
52,3310,evidence
52,3310,detect
52,3330,aware
52,3330,evidence
52,3330,detect
52,6224,aware
52,6224,evidence
52,6224,detect
64,2835,aware
64,2835,evidence
64,2835,detect
68,3545,aware
68,3545,evidence
68,3545,detect
68,3178,aware
68,3178,evidence
68,3178,detect
68,10331,aware
68,10331,evidence
68,10331,detect
70,5878,aware
70,5878,evidence
70,5878,detect
70,4128,aware
70,4128,evidence
70,4128,detect
70,3413,aware
70,3413,evidence
70,3413,detect
70,8025,aware
70,8025,evidence
70,8025,detect
