tick,user,event
37,8571,aware
37,8571,evidence
37,8571,detect
41,2462,aware
41,2462,evidence
41,2462,detect
41,11657,aware
41,11657,evidence
41,11657,detect
43,11280,aware
43,11280,evidence
43,11280,detect
43,4858,aware
43,4858,evidence
43,4858,detect
50,7497,aware
50,7497,evidence
50,7497,detect
50,837,aware
50,837,evidence
50,837,detect
50,9217,aware
50,9217,evidence
50,9217,detect
54,4047,aware
54,4047,evidence
54,4047,detect
55,439,aware
55,439,evidence
55,439,detect
55,7537,aware
55,7537,evidence
55,7537,detect
57,6711,aware
57,6711,evidence
57,6711,detect
63,10055,aware
63,10055,evidence
63,10055,detect
63,555,aware
63,555,evidence
63,555,detect
63,6506,aware
63,6506,evidence
63,6506,detect
63,3890,aware
63,3890,evidence
63,3890,detect
65,212,aware
65,212,evidence
65,212,detect
