tick,user,event
36,5159,aware
36,5159,evidence
36,5159,detect
37,495,aware
37,495,evidence
37,495,detect
39,998,aware
39,998,evidence
39,998,detect
39,4153,aware
39,4153,evidence
39,4153,detect
40,543,aware
40,543,evidence
40,543,detect
47,3697,aware
47,3697,evidence
47,3697,detect
50,748,aware
50,748,evidence
50,748,detect
52,4568,aware
52,4568,evidence
52,4568,detect
55,7737,aware
55,7737,evidence
55,7737,detect
57,7477,aware
57,7477,evidence
57,7477,detect
60,2413,aware
60,2413,evidence
60,2413,detect
61,1106,aware
61,1106,evidence
61,1106,detect
61,2220,aware
61,2220,evidence
61,2220,detect
66,4631,aware
66,4631,evidence
66,4631,detect
70,1108,aware
70,1108,evidence
70,1108,detect
70,1725,aware
70,1725,evidence
70,1725,detect
70,5100,aware
70,5100,evidence
70,5100,detect
70,3002,aware
70,3002,evidence
70,3002,detect
70,2090,aware
70,2090,evidence
70,2090,detect
70,1838,aware
70,1838,evidence
70,1838,detect
70,2340,aware
70,2340,evidence
70,2340,detect
70,1092,aware
70,1092,evidence
70,1092,detect
70,3364,aware
70,3364,evidence
70,3364,detect
70,5554,aware
70,5554,evidence
70,5554,detect
70,6878,aware
70,6878,evidence
70,6878,detect
