tick,user,event
39,2986,aware
39,2986,evidence
39,2986,detect
39,2445,aware
39,2445,evidence
39,2445,detect
40,5506,aware
40,5506,evidence
40,5506,detect
42,7146,aware
42,7146,evidence
42,7146,detect
43,7763,aware
43,7763,evidence
43,7763,detect
44,3688,aware
44,3688,evidence
44,3688,detect
46,6119,aware
46,6119,evidence
46,6119,detect
46,7386,aware
46,7386,evidence
46,7386,detect
46,4585,aware
46,4585,evidence
46,4585,detect
46,5072,aware
46,5072,evidence
46,5072,detect
46,7812,aware
46,7812,evidence
46,7812,detect
46,1717,aware
46,1717,evidence
46,1717,detect
46,3200,aware
46,3200,evidence
46,3200,detect
46,1643,aware
46,1643,evidence
46,1643,detect
46,1744,aware
46,1744,evidence
46,1744,detect
46,2712,aware
46,2712,evidence
46,2712,detect
46,3125,aware
46,3125,evidence
46,3125,detect
46,4354,aware
46,4354,evidence
46,4354,detect
56,1263,aware
56,1263,evidence
56,1263,detect
59,5249,aware
59,5249,evidence
59,5249,detect
62,7334,aware
62,7334,evidence
62,7334,detect
67,5341,aware
67,5341,evidence
67,5341,detect
70,6603,aware
70,6603,evidence
70,6603,detect
71,154,aware
71,154,evidence
71,154,detect
71,2063,aware
71,2063,evidence
71,2063,detect
71,3087,aware
71,3087,evidence
71,3087,detect
71,6255,aware
71,6255,evidence
71,6255,detect
71,6779,aware
71,6779,evidence
71,6779,detect
71,3912,aware
71,3912,evidence
71,3912,detect
71,7527,aware
71,7527,evidence
71,7527,detect
71,4534,aware
71,4534,evidence
71,4534,detect
71,5223,aware
71,5223,evidence
71,5223,detect
71,6712,aware
71,6712,evidence
71,6712,detect
71,122,aware
71,122,evidence
71,122,detect
