tick,user,event
37,10039,aware
37,10039,evidence
37,10039,detect
37,10193,aware
37,10193,evidence
37,10193,detect
37,9642,aware
37,9642,evidence
37,9642,detect
37,10961,aware
37,10961,evidence
37,10961,detect
37,2987,aware
37,2987,evidence
37,2987,detect
37,7252,aware
37,7252,evidence
37,7252,detect
37,3634,aware
37,3634,evidence
37,3634,detect
37,9343,aware
37,9343,evidence
37,9343,detect
37,2696,aware
37,2696,evidence
37,2696,detect
37,2389,aware
37,2389,evidence
37,2389,detect
51,11498,aware
51,11498,evidence
51,11498,detect
57,5081,aware
57,5081,evidence
57,5081,detect
60,5403,aware
60,5403,evidence
60,5403,detect
