tick,aware_users,detectors,evidence_users,gossip_bytes_this_tick,proofs_ok,proofs_inconsistent,proofs_withhold,proofs_timeout,crosscut_deliveries,crosscut_dropped,messages_this_tick
0,0,0,0,640,0,0,0,0,0,0,946
1,0,0,0,1408,0,0,0,0,0,0,846
2,0,0,0,0,0,0,0,0,0,0,973
3,0,0,0,128,0,0,0,0,0,0,798
4,0,0,0,1664,0,0,0,0,0,0,724
5,0,0,0,384,0,0,0,0,0,0,754
6,0,0,0,256,0,0,0,0,0,0,711
7,0,0,0,3584,0,0,0,0,0,0,888
8,0,0,0,640,0,0,0,0,0,0,775
9,0,0,0,1024,0,0,0,0,0,0,751
10,0,0,0,0,0,0,0,0,0,0,694
11,0,0,0,128,0,0,0,0,0,0,725
12,0,0,0,1408,0,0,0,0,0,0,735
13,0,0,0,256,0,0,0,0,0,0,665
14,0,0,0,128,0,0,0,0,0,0,659
15,0,0,0,128,0,0,0,0,0,0,738
16,0,0,0,256,0,0,0,0,0,0,640
17,0,0,0,256,0,0,0,0,0,0,774
18,0,0,0,896,0,0,0,0,0,0,634
19,0,0,0,256,0,0,0,0,0,0,610
20,0,0,0,0,0,0,0,0,0,0,612
21,0,0,0,256,0,0,0,0,0,0,648
22,0,0,0,128,0,0,0,0,0,0,535
23,0,0,0,768,0,0,0,0,0,0,696
24,0,0,0,2048,0,0,0,0,0,0,560
25,0,0,0,1536,0,0,0,0,0,0,502
26,0,0,0,2560,0,0,0,0,0,0,485
27,0,0,0,384,0,0,0,0,0,0,568
28,0,0,0,256,0,0,0,0,0,0,579
29,0,0,0,384,0,0,0,0,0,0,597
30,0,0,0,640,0,0,0,0,0,0,619
31,0,0,0,0,0,0,0,0,0,0,566
32,0,0,0,256,0,0,0,0,0,0,629
33,0,0,0,1280,0,0,0,0,0,0,675
34,0,0,0,128,0,0,0,0,0,0,771
35,0,0,0,128,0,0,0,0,0,0,674
36,0,0,0,0,0,0,0,0,0,0,658
37,0,0,0,0,0,0,0,0,0,0,753
38,0,0,0,256,0,0,0,0,0,0,824
39,0,0,0,128,0,0,0,0,0,0,607
40,0,0,0,1536,0,0,0,0,0,0,734
41,2,2,2,1408,0,2,0,0,2,0,737
42,18,18,18,2432,0,16,0,0,16,0,670
43,21,21,21,4096,0,3,0,0,3,0,681
44,22,22,22,512,0,1,0,0,1,0,745
45,22,22,22,256,0,0,0,0,0,0,738
46,22,22,22,1920,0,0,0,0,0,0,857
47,22,22,22,256,0,0,0,0,0,0,923
48,24,24,24,1920,0,2,0,0,2,0,852
49,24,24,24,2432,0,0,0,0,0,0,947
50,24,24,24,256,0,0,0,0,0,0,865
51,24,24,24,768,0,0,0,0,0,0,1037
52,24,24,24,512,0,0,0,0,0,0,817
53,24,24,24,128,0,0,0,0,0,0,1013
54,24,24,24,512,0,0,0,0,0,0,898
55,24,24,24,512,0,0,0,0,0,0,1031
56,24,24,24,512,0,0,0,0,0,0,1180
57,24,24,24,384,0,0,0,0,0,0,1327
58,24,24,24,640,0,0,0,0,0,0,1137
59,24,24,24,384,0,0,0,0,0,0,1251
60,24,24,24,2048,0,0,0,0,0,0,1236
61,24,24,24,2048,0,0,0,0,0,0,1322
62,24,24,24,1792,0,0,0,0,0,0,1488
63,25,25,25,2816,0,1,0,0,1,0,1224
64,25,25,25,384,0,0,0,0,0,0,1442
65,25,25,25,5632,0,0,0,0,0,0,1482
66,26,26,26,2176,0,1,0,0,1,0,1585
67,27,27,27,2304,0,1,0,0,1,0,1563
68,27,27,27,768,0,0,0,0,0,0,1549
69,27,27,27,512,0,0,0,0,0,0,1505
70,27,27,27,384,0,0,0,0,0,0,1570
71,28,28,28,4480,0,1,0,0,1,0,1844
