tick,user,event
36,5776,aware
36,5776,evidence
36,5776,detect
45,2381,aware
45,2381,evidence
45,2381,detect
49,6505,aware
49,6505,evidence
49,6505,detect
50,1438,aware
50,1438,evidence
50,1438,detect
56,439,aware
56,439,evidence
56,439,detect
57,2593,aware
57,2593,evidence
57,2593,detect
64,8088,aware
64,8088,evidence
64,8088,detect
66,1136,aware
66,1136,evidence
66,1136,detect
66,3238,aware
66,3238,evidence
66,3238,detect
70,5467,aware
70,5467,evidence
70,5467,detect
70,874,aware
70,874,evidence
70,874,detect
70,10523,aware
70,10523,evidence
70,10523,detect
70,3332,aware
70,3332,evidence
70,3332,detect
70,381,aware
70,381,evidence
70,381,detect
70,7953,aware
70,7953,evidence
70,7953,detect
70,10132,aware
70,10132,evidence
70,10132,detect
70,651,aware
70,651,evidence
70,651,detect
70,9108,aware
70,9108,evidence
70,9108,detect
70,5196,aware
70,5196,evidence
70,5196,detect
70,7126,aware
70,7126,evidence
70,7126,detect
70,7392,aware
70,7392,evidence
70,7392,detect
70,203,aware
70,203,evidence
70,203,detect
70,6636,aware
70,6636,evidence
70,6636,detect
70,6811,aware
70,6811,evidence
70,6811,detect
70,5516,aware
70,5516,evidence
70,5516,detect
70,5714,aware
70,5714,evidence
70,5714,detect
70,8098,aware
70,8098,evidence
70,8098,detect
70,11422,aware
70,11422,evidence
70,11422,detect
70,569,aware
70,569,evidence
70,569,detect
