tick,user,event
39,9534,aware
39,9534,evidence
39,9534,detect
43,10378,aware
43,10378,evidence
43,10378,detect
50,10057,aware
50,10057,evidence
50,10057,detect
52,11009,aware
52,11009,evidence
52,11009,detect
52,3147,aware
52,3147,evidence
52,3147,detect
56,1719,aware
56,1719,evidence
56,1719,detect
66,11972,aware
66,11972,evidence
66,11972,detect
66,6625,aware
66,6625,evidence
66,6625,detect
67,9950,aware
67,9950,evidence
67,9950,detect
68,5520,aware
68,5520,evidence
68,5520,detect
68,11673,aware
68,11673,evidence
68,11673,detect
71,6550,aware
71,6550,evidence
71,6550,detect
