tick,user,event
52,5916,aware
52,5916,evidence
52,5916,detect
56,1652,aware
56,1652,evidence
56,1652,detect
58,10876,aware
58,10876,evidence
58,10876,detect
58,11733,aware
58,11733,evidence
58,11733,detect
58,6959,aware
58,6959,evidence
58,6959,detect
61,7108,aware
61,7108,evidence
61,7108,detect
61,10200,aware
61,10200,evidence
61,10200,detect
61,5110,aware
61,5110,evidence
61,5110,detect
61,11922,aware
61,11922,evidence
61,11922,detect
61,10852,aware
61,10852,evidence
61,10852,detect
61,5516,aware
61,5516,evidence
61,5516,detect
65,5473,aware
65,5473,evidence
65,5473,detect
