tick,aware_users,detectors,evidence_users,gossip_bytes_this_tick,proofs_ok,proofs_inconsistent,proofs_withhold,proofs_timeout,crosscut_deliveries,crosscut_dropped,messages_this_tick,latest_users
0,0,0,0,0,0,0,0,0,0,0,2545,12000
1,0,0,0,0,0,0,0,0,0,0,2404,12000
2,0,0,0,0,0,0,0,0,0,0,2595,12000
3,0,0,0,0,0,0,0,0,0,0,2436,12000
4,0,0,0,0,0,0,0,0,0,0,2249,12000
5,0,0,0,0,0,0,0,0,0,0,2350,12000
6,0,0,0,0,0,0,0,0,0,0,2036,12000
7,0,0,0,0,0,0,0,0,0,0,2023,12000
8,0,0,0,0,0,0,0,0,0,0,2201,12000
9,0,0,0,0,0,0,0,0,0,0,1927,12000
10,0,0,0,0,0,0,0,0,0,0,2020,12000
11,0,0,0,0,0,0,0,0,0,0,1976,12000
12,0,0,0,9856,0,0,0,0,0,0,2278,11
13,0,0,0,0,0,0,0,0,0,0,1923,11
14,0,0,0,0,0,0,0,0,0,0,1761,11
15,0,0,0,0,0,0,0,0,0,0,1900,11
16,0,0,0,0,0,0,0,0,0,0,1864,11
17,0,0,0,0,0,0,0,0,0,0,1834,11
18,0,0,0,0,0,0,0,0,0,0,2015,11
19,0,0,0,0,0,0,0,0,0,0,2011,11
20,0,0,0,0,0,0,0,0,0,0,1980,11
21,0,0,0,0,0,0,0,0,0,0,1646,11
22,0,0,0,0,0,0,0,0,0,0,1877,11
23,0,0,0,0,0,0,0,0,0,0,1821,11
24,0,0,0,0,0,0,0,0,0,0,1818,0
25,0,0,0,0,0,0,0,0,0,0,1820,0
26,0,0,0,0,0,0,0,0,0,0,2203,0
27,0,0,0,0,0,0,0,0,0,0,1903,0
28,0,0,0,9856,0,0,0,0,0,0,1810,12
29,0,0,0,2688,0,0,0,0,0,0,2164,15
30,0,0,0,0,0,0,0,0,0,0,1807,15
31,0,0,0,0,0,0,0,0,0,0,2160,15
32,0,0,0,0,0,0,0,0,0,0,2133,15
33,0,0,0,0,0,0,0,0,0,0,2060,15
34,0,0,0,0,0,0,0,0,0,0,2027,15
35,0,0,0,0,0,0,0,0,0,0,2170,15
36,0,0,0,0,0,0,0,0,0,0,2073,0
37,0,0,0,0,0,0,0,0,0,0,2126,0
38,0,0,0,0,0,0,0,0,0,0,2630,0
39,0,0,0,0,0,0,0,0,0,0,2194,0
40,0,0,0,0,0,0,0,0,0,0,2473,0
41,0,0,0,0,0,0,0,0,0,0,2198,0
42,0,0,0,0,0,0,0,0,0,0,2300,0
43,0,0,0,896,0,0,0,0,0,0,2493,2
44,0,0,0,896,0,0,0,0,0,0,2616,4
45,0,0,0,8960,0,0,0,0,1,1,2487,14
46,0,0,0,10752,0,0,0,0,0,0,2589,26
47,0,0,0,896,0,0,0,0,0,0,2856,28
48,0,0,0,0,0,0,0,0,0,0,2605,0
49,0,0,0,0,0,0,0,0,0,0,2761,0
50,0,0,0,0,0,0,0,0,0,0,2931,0
51,0,0,0,0,0,0,0,0,0,0,2944,0
52,1,1,1,1792,0,1,0,0,4,3,3099,1
53,1,1,1,896,0,0,0,0,0,0,3001,3
54,1,1,1,0,0,0,0,0,0,0,3352,3
55,1,1,1,0,0,0,0,0,0,0,3208,3
56,2,2,2,896,0,1,0,0,1,0,3425,4
57,2,2,2,0,0,0,0,0,0,0,3640,4
58,5,5,5,20608,0,3,0,0,3,0,3554,24
59,5,5,5,0,0,0,0,0,0,0,3798,24
60,5,5,5,12544,0,0,0,0,0,0,3722,14
61,11,11,11,6272,0,6,0,0,8,2,4016,20
62,11,11,11,0,0,0,0,0,0,0,3869,20
63,11,11,11,0,0,0,0,0,0,0,4019,20
64,11,11,11,5376,0,0,0,0,0,0,3960,26
65,12,12,12,1792,0,1,0,0,1,0,4401,29
66,12,12,12,0,0,0,0,0,0,0,4325,29
67,12,12,12,0,0,0,0,0,0,0,4353,29
68,12,12,12,0,0,0,0,0,0,0,4690,29
69,12,12,12,8064,0,0,0,0,0,0,4606,38
70,12,12,12,16128,0,0,0,0,0,0,4888,56
71,12,12,12,0,0,0,0,0,0,0,4700,56
