tick,user,event
42,2581,aware
42,2581,evidence
42,2581,detect
58,4469,aware
58,4469,evidence
58,4469,detect
64,11599,aware
64,11599,evidence
64,11599,detect
64,4975,aware
64,4975,evidence
64,4975,detect
64,7492,aware
64,7492,evidence
64,7492,detect
64,3077,aware
64,3077,evidence
64,3077,detect
64,5223,aware
64,5223,evidence
64,5223,detect
64,2158,aware
64,2158,evidence
64,2158,detect
64,4870,aware
64,4870,evidence
64,4870,detect
64,190,aware
64,190,evidence
64,190,detect
64,11929,aware
64,11929,evidence
64,11929,detect
65,11366,aware
65,11366,evidence
65,11366,detect
69,6671,aware
69,6671,evidence
69,6671,detect
71,582,aware
71,582,evidence
71,582,detect
