tick,aware_users,detectors,evidence_users,gossip_bytes_this_tick,proofs_ok,proofs_inconsistent,proofs_withhold,proofs_timeout,crosscut_deliveries,crosscut_dropped,messages_this_tick,latest_users
0,0,0,0,17024,0,0,0,0,0,0,2441,12000
1,0,0,0,0,0,0,0,0,0,0,2541,12000
2,0,0,0,7168,0,0,0,0,0,0,2248,12000
3,0,0,0,18816,0,0,0,0,0,0,2274,12000
4,0,0,0,9856,0,0,0,0,0,0,2406,12000
5,0,0,0,0,0,0,0,0,0,0,2076,12000
6,0,0,0,10752,0,0,0,0,0,0,2441,12000
7,0,0,0,0,0,0,0,0,0,0,2146,12000
8,0,0,0,7168,0,0,0,0,0,0,2158,12000
9,0,0,0,896,0,0,0,0,0,0,2191,12000
10,0,0,0,9856,0,0,0,0,0,0,1952,12000
11,0,0,0,9856,0,0,0,0,0,0,1858,12000
12,0,0,0,7168,0,0,0,0,0,0,2138,8
13,0,0,0,0,0,0,0,0,0,0,1982,8
14,0,0,0,0,0,0,0,0,0,0,2158,8
15,0,0,0,8064,0,0,0,0,0,0,2156,17
16,0,0,0,0,0,0,0,0,0,0,1579,17
17,0,0,0,0,0,0,0,0,0,0,1857,17
18,0,0,0,0,0,0,0,0,0,0,1910,17
19,0,0,0,0,0,0,0,0,0,0,1697,17
20,0,0,0,0,0,0,0,0,0,0,1854,17
21,0,0,0,11648,0,0,0,0,0,0,1972,30
22,0,0,0,9856,0,0,0,0,0,0,1897,41
23,0,0,0,0,0,0,0,0,0,0,2029,41
24,0,0,0,0,0,0,0,0,0,0,1773,0
25,0,0,0,3584,0,0,0,0,0,0,1702,4
26,0,0,0,8960,0,0,0,0,0,0,1773,15
27,0,0,0,0,0,0,0,0,0,0,2085,15
28,0,0,0,0,0,0,0,0,0,0,1762,15
29,0,0,0,12544,0,0,0,0,0,0,1893,29
30,0,0,0,0,0,0,0,0,0,0,1712,29
31,0,0,0,0,0,0,0,0,0,0,1881,29
32,0,0,0,0,0,0,0,0,0,0,1858,29
33,0,0,0,0,0,0,0,0,0,0,2015,29
34,0,0,0,0,0,0,0,0,0,0,1986,29
35,0,0,0,11648,0,0,0,0,0,0,2142,42
36,0,0,0,0,0,0,0,0,0,0,1808,0
37,1,1,1,17920,0,1,0,0,1,0,2098,19
38,2,2,2,20608,0,1,0,0,1,0,2219,41
39,2,2,2,0,0,0,0,0,0,0,2375,41
40,2,2,2,10752,0,0,0,0,0,0,2305,53
41,2,2,2,0,0,0,0,0,0,0,2329,53
42,2,2,2,0,0,0,0,0,0,0,2421,53
43,3,3,3,5376,0,1,0,0,1,0,2429,59
44,3,3,3,17920,0,0,0,0,0,0,2404,78
45,4,4,4,896,0,1,0,0,1,0,2503,79
46,4,4,4,0,0,0,0,0,0,0,2701,79
47,5,5,5,10752,0,1,0,0,1,0,2464,90
48,5,5,5,0,0,0,0,0,0,0,2760,0
49,5,5,5,4480,0,0,0,0,0,0,2745,5
50,5,5,5,0,0,0,0,0,0,0,3084,5
51,5,5,5,21504,0,0,0,0,0,0,2982,29
52,5,5,5,0,0,0,0,0,0,0,3114,29
53,5,5,5,10752,0,0,0,0,0,0,3453,41
54,5,5,5,17024,0,0,0,0,0,0,3130,60
55,5,5,5,5376,0,0,0,0,0,0,3466,65
56,5,5,5,0,0,0,0,0,0,0,3317,65
57,5,5,5,8960,0,0,0,0,0,0,3722,75
58,5,5,5,8960,0,0,0,0,0,0,3622,85
59,5,5,5,896,0,0,0,0,0,0,3670,87
60,5,5,5,896,0,0,0,0,0,0,3579,2
61,5,5,5,7168,0,0,0,0,0,0,3789,10
62,5,5,5,8064,0,0,0,0,0,0,4171,20
63,17,17,17,12544,0,12,0,0,12,0,3902,32
64,18,18,18,6272,0,1,0,0,1,0,3783,38
65,18,18,18,896,0,0,0,0,0,0,4077,40
66,18,18,18,3584,0,0,0,0,0,0,4605,44
67,19,19,19,5376,0,1,0,0,1,0,4601,49
68,20,20,20,6272,0,1,0,0,1,0,4692,56
69,20,20,20,0,0,0,0,0,0,0,4886,56
70,20,20,20,16128,0,0,0,0,0,0,5102,74
71,20,20,20,4480,0,0,0,0,0,0,5022,79
