tick,aware_users,detectors,evidence_users,gossip_bytes_this_tick,proofs_ok,proofs_inconsistent,proofs_withhold,proofs_timeout,crosscut_deliveries,crosscut_dropped,messages_this_tick
0,0,0,0,544768,0,0,0,0,0,0,18633
1,0,0,0,886144,0,0,0,0,0,0,18874
2,0,0,0,541184,0,0,0,0,0,0,17081
3,0,0,0,736512,0,0,0,0,0,0,16770
4,0,0,0,488320,0,0,0,0,0,0,15354
5,0,0,0,439936,0,0,0,0,0,0,15194
6,0,0,0,697984,0,0,0,0,0,0,15433
7,0,0,0,625408,0,0,0,0,0,0,14571
8,0,0,0,702464,0,0,0,0,0,0,15541
9,0,0,0,714112,0,0,0,0,0,0,11510
10,0,0,0,678272,0,0,0,0,0,0,14273
11,0,0,0,614656,0,0,0,0,0,0,14825
12,0,0,0,92288,0,0,0,0,0,0,12501
13,0,0,0,187264,0,0,0,0,0,0,13741
14,0,0,0,787584,0,0,0,0,0,0,13281
15,0,0,0,628096,0,0,0,0,0,0,12129
16,0,0,0,280448,0,0,0,0,0,0,12000
17,0,0,0,459648,0,0,0,0,0,0,12245
18,0,0,0,347648,0,0,0,0,0,0,15222
19,0,0,0,356608,0,0,0,0,0,0,13563
20,0,0,0,516096,0,0,0,0,0,0,14166
21,0,0,0,448896,0,0,0,0,0,0,12669
22,0,0,0,456064,0,0,0,0,0,0,12726
23,0,0,0,258048,0,0,0,0,0,0,11119
24,0,0,0,508032,0,0,0,0,0,0,12752
25,0,0,0,357504,0,0,0,0,0,0,12486
26,0,0,0,158592,0,0,0,0,0,0,12016
27,0,0,0,327936,0,0,0,0,0,0,12623
28,0,0,0,538496,0,0,0,0,0,0,14252
29,0,0,0,94976,0,0,0,0,0,0,12587
30,0,0,0,532224,0,0,0,0,0,0,13447
31,0,0,0,339584,0,0,0,0,0,0,12788
32,0,0,0,445312,0,0,0,0,0,0,13075
33,0,0,0,521472,0,0,0,0,0,0,13519
34,0,0,0,715008,0,0,0,0,0,0,13705
35,0,0,0,502656,0,0,0,0,0,0,14147
36,34,34,34,747264,0,34,0,0,34,0,14537
37,242,242,242,361088,0,210,0,0,210,0,16001
38,263,263,263,449792,0,30,0,0,30,0,13764
39,291,291,291,551040,0,31,0,0,31,0,15752
40,416,416,416,771456,0,133,0,0,133,0,14212
41,443,443,443,686336,0,37,0,0,37,0,15339
42,449,449,449,378112,0,22,0,0,22,0,17159
43,544,544,544,523264,0,104,0,0,104,0,15415
44,562,562,562,550144,0,29,0,0,29,0,16382
45,579,579,579,439040,0,27,0,0,27,0,16151
46,608,608,608,607488,0,43,0,0,43,0,18667
47,699,699,699,866432,0,121,0,0,121,0,18636
48,776,776,776,426496,0,103,0,0,103,0,17859
49,961,961,961,944384,0,224,0,0,224,0,21381
50,965,965,965,17920,0,4,0,0,4,0,18537
51,988,988,988,789376,0,51,0,0,51,0,19198
52,1109,1109,1109,652288,0,145,0,0,145,0,19940
53,1131,1131,1131,692608,0,45,0,0,45,0,20960
54,1152,1152,1152,736512,0,47,0,0,47,0,21361
55,1154,1154,1154,200704,0,11,0,0,11,0,21748
56,1173,1173,1173,847616,0,52,0,0,52,0,23477
57,1268,1268,1268,1080576,0,144,0,0,144,0,22994
58,1282,1282,1282,808192,0,42,0,0,42,0,25625
59,1373,1373,1373,1472128,0,153,0,0,153,0,23825
60,1462,1462,1462,922880,0,124,0,0,124,0,23178
61,1557,1557,1557,1016960,0,151,0,0,151,0,24098
62,1575,1575,1575,1008000,0,62,0,0,62,0,25802
63,1650,1650,1650,903168,0,124,0,0,124,0,25343
64,1662,1662,1662,892416,0,52,0,0,52,0,27486
65,1667,1667,1667,933632,0,123,0,0,123,0,29163
66,1678,1678,1678,1015168,0,74,0,0,74,0,29694
67,1687,1687,1687,907648,0,64,0,0,64,0,31833
68,1699,1699,1699,1428224,0,79,0,0,79,0,28848
69,1782,1782,1782,977536,0,135,0,0,135,0,34100
70,1787,1787,1787,539392,0,40,0,0,40,0,31684
71,1876,1876,1876,1028608,0,147,0,0,147,0,32253
