tick,aware_users,detectors,evidence_users,gossip_bytes_this_tick,proofs_ok,proofs_inconsistent,proofs_withhold,proofs_timeout,crosscut_deliveries,crosscut_dropped,messages_this_tick
0,0,0,0,2688,0,0,0,0,0,0,1009
1,0,0,0,1792,0,0,0,0,0,0,933
2,0,0,0,3584,0,0,0,0,0,0,857
3,0,0,0,2688,0,0,0,0,0,0,1036
4,0,0,0,10752,0,0,0,0,0,0,805
5,0,0,0,18816,0,0,0,0,0,0,805
6,0,0,0,4480,0,0,0,0,0,0,786
7,0,0,0,5376,0,0,0,0,0,0,783
8,0,0,0,10752,0,0,0,0,0,0,903
9,0,0,0,896,0,0,0,0,0,0,677
10,0,0,0,2688,0,0,0,0,0,0,632
11,0,0,0,896,0,0,0,0,0,0,744
12,0,0,0,896,0,0,0,0,0,0,634
13,0,0,0,1792,0,0,0,0,0,0,852
14,0,0,0,16128,0,0,0,0,0,0,775
15,0,0,0,10752,0,0,0,0,0,0,739
16,0,0,0,9856,0,0,0,0,0,0,754
17,0,0,0,0,0,0,0,0,0,0,714
18,0,0,0,896,0,0,0,0,0,0,682
19,0,0,0,26880,0,0,0,0,0,0,675
20,0,0,0,8960,0,0,0,0,0,0,589
21,0,0,0,20608,0,0,0,0,0,0,785
22,0,0,0,0,0,0,0,0,0,0,670
23,0,0,0,896,0,0,0,0,0,0,702
24,0,0,0,0,0,0,0,0,0,0,541
25,0,0,0,896,0,0,0,0,0,0,676
26,0,0,0,896,0,0,0,0,0,0,746
27,0,0,0,2688,0,0,0,0,0,0,498
28,0,0,0,25088,0,0,0,0,0,0,567
29,0,0,0,3584,0,0,0,0,0,0,529
30,0,0,0,7168,0,0,0,0,0,0,716
31,0,0,0,4480,0,0,0,0,0,0,671
32,0,0,0,3584,0,0,0,0,0,0,815
33,0,0,0,2688,0,0,0,0,0,0,766
34,0,0,0,0,0,0,0,0,0,0,766
35,0,0,0,3584,0,0,0,0,0,0,679
36,0,0,0,1792,0,0,0,0,0,0,608
37,0,0,0,12544,0,0,0,0,0,0,813
38,0,0,0,0,0,0,0,0,0,0,659
39,0,0,0,16128,0,0,0,0,0,0,884
40,0,0,0,1792,0,0,0,0,0,0,703
41,0,0,0,0,0,0,0,0,0,0,709
42,0,0,0,23296,0,0,0,0,0,0,861
43,0,0,0,1792,0,0,0,0,0,0,782
44,0,0,0,6272,0,0,0,0,0,0,746
45,0,0,0,896,0,0,0,0,0,0,904
46,0,0,0,896,0,0,0,0,0,0,959
47,0,0,0,896,0,0,0,0,0,0,958
48,0,0,0,1792,0,0,0,0,0,0,990
49,0,0,0,12544,0,0,0,0,0,0,937
50,0,0,0,896,0,0,0,0,0,0,1093
51,0,0,0,3584,0,0,0,0,0,0,1082
52,0,0,0,4480,0,0,0,0,0,0,1043
53,0,0,0,12544,0,0,0,0,0,0,1211
54,0,0,0,17920,0,0,0,0,0,0,1086
55,0,0,0,1792,0,0,0,0,0,0,1160
56,0,0,0,896,0,0,0,0,0,0,1158
57,1,1,1,15232,0,1,0,0,1,0,1184
58,1,1,1,896,0,0,0,0,0,0,1365
59,1,1,1,15232,0,0,0,0,0,0,1282
60,1,1,1,2688,0,0,0,0,0,0,1177
61,1,1,1,3584,0,0,0,0,0,0,1386
62,2,2,2,17920,0,1,0,0,1,0,1587
63,2,2,2,6272,0,0,0,0,0,0,1402
64,16,16,16,20608,0,14,0,0,14,0,1648
65,16,16,16,17920,0,0,0,0,0,0,1603
66,16,16,16,17024,0,0,0,0,0,0,1364
67,16,16,16,2688,0,0,0,0,0,0,1569
68,16,16,16,3584,0,0,0,0,0,0,1421
69,16,16,16,11648,0,0,0,0,0,0,1560
70,16,16,16,21504,0,0,0,0,0,0,1652
71,17,17,17,896,0,1,0,0,1,0,1762
