tick,aware_users,detectors,evidence_users,gossip_bytes_this_tick,proofs_ok,proofs_inconsistent,proofs_withhold,proofs_timeout,crosscut_deliveries,crosscut_dropped,messages_this_tick
0,0,0,0,0,0,0,0,0,0,0,761
1,0,0,0,0,0,0,0,0,0,0,911
2,0,0,0,0,0,0,0,0,0,0,541
3,0,0,0,896,0,0,0,0,0,0,612
4,0,0,0,896,0,0,0,0,0,0,764
5,0,0,0,0,0,0,0,0,0,0,617
6,0,0,0,0,0,0,0,0,0,0,685
7,0,0,0,0,0,0,0,0,0,0,611
8,0,0,0,0,0,0,0,0,0,0,777
9,0,0,0,0,0,0,0,0,0,0,623
10,0,0,0,0,0,0,0,0,0,0,546
11,0,0,0,0,0,0,0,0,0,0,427
12,0,0,0,0,0,0,0,0,0,0,474
13,0,0,0,0,0,0,0,0,0,0,701
14,0,0,0,0,0,0,0,0,0,0,520
15,0,0,0,0,0,0,0,0,0,0,542
16,0,0,0,0,0,0,0,0,0,0,565
17,0,0,0,0,0,0,0,0,0,0,535
18,0,0,0,0,0,0,0,0,0,0,530
19,0,0,0,0,0,0,0,0,0,0,712
20,0,0,0,0,0,0,0,0,0,0,593
21,0,0,0,0,0,0,0,0,0,0,505
22,0,0,0,0,0,0,0,0,0,0,471
23,0,0,0,0,0,0,0,0,0,0,605
24,0,0,0,0,0,0,0,0,0,0,549
25,0,0,0,0,0,0,0,0,0,0,458
26,0,0,0,0,0,0,0,0,0,0,605
27,0,0,0,0,0,0,0,0,0,0,568
28,0,0,0,0,0,0,0,0,0,0,547
29,0,0,0,0,0,0,0,0,0,0,643
30,0,0,0,0,0,0,0,0,0,0,550
31,0,0,0,0,0,0,0,0,0,0,646
32,0,0,0,0,0,0,0,0,0,0,590
33,0,0,0,0,0,0,0,0,0,0,491
34,0,0,0,0,0,0,0,0,0,0,595
35,0,0,0,0,0,0,0,0,0,0,516
36,0,0,0,0,0,0,0,0,0,0,439
37,0,0,0,0,0,0,0,0,0,0,475
38,0,0,0,0,0,0,0,0,0,0,676
39,0,0,0,0,0,0,0,0,0,0,616
40,0,0,0,0,0,0,0,0,0,0,626
41,0,0,0,0,0,0,0,0,0,0,708
42,0,0,0,0,0,0,0,0,0,0,599
43,0,0,0,0,0,0,0,0,0,0,732
44,0,0,0,0,0,0,0,0,0,0,596
45,0,0,0,0,0,0,0,0,0,0,616
46,0,0,0,896,0,0,0,0,0,0,812
47,0,0,0,0,0,0,0,0,0,0,679
48,0,0,0,0,0,0,0,0,0,0,634
49,0,0,0,0,0,0,0,0,0,0,686
50,0,0,0,0,0,0,0,0,0,0,671
51,0,0,0,0,0,0,0,0,0,0,835
52,0,0,0,0,0,0,0,0,0,0,801
53,0,0,0,0,0,0,0,0,0,0,851
54,0,0,0,0,0,0,0,0,0,0,655
55,0,0,0,0,0,0,0,0,0,0,875
56,0,0,0,896,0,0,0,0,0,0,830
57,0,0,0,896,0,0,0,0,0,0,796
58,0,0,0,0,0,0,0,0,0,0,908
59,0,0,0,0,0,0,0,0,0,0,1000
60,0,0,0,0,0,0,0,0,0,0,1058
61,0,0,0,0,0,0,0,0,0,0,1225
62,0,0,0,0,0,0,0,0,0,0,1113
63,0,0,0,0,0,0,0,0,0,0,1029
64,0,0,0,896,0,0,0,0,0,0,1238
65,0,0,0,0,0,0,0,0,0,0,1164
66,0,0,0,0,0,0,0,0,0,0,1215
67,0,0,0,0,0,0,0,0,0,0,1313
68,0,0,0,896,0,0,0,0,0,0,1273
69,0,0,0,0,0,0,0,0,0,0,1297
70,0,0,0,0,0,0,0,0,0,0,1342
71,0,0,0,0,0,0,0,0,0,0,1260
