tick,user,event
36,10140,aware
36,10140,evidence
36,10140,detect
41,666,aware
41,666,evidence
41,666,detect
59,9139,aware
59,9139,evidence
59,9139,detect
65,11018,aware
65,11018,evidence
65,11018,detect
65,4519,aware
65,4519,evidence
65,4519,detect
65,3892,aware
65,3892,evidence
65,3892,detect
65,5180,aware
65,5180,evidence
65,5180,detect
65,7376,aware
65,7376,evidence
65,7376,detect
65,6364,aware
65,6364,evidence
65,6364,detect
65,3011,aware
65,3011,evidence
65,3011,detect
65,5081,aware
65,5081,evidence
65,5081,detect
