tick,user,event
38,6495,aware
38,6495,evidence
38,6495,detect
39,10476,aware
39,10476,evidence
39,10476,detect
48,7265,aware
48,7265,evidence
48,7265,detect
48,8663,aware
48,8663,evidence
48,8663,detect
48,1050,aware
48,1050,evidence
48,1050,detect
48,9206,aware
48,9206,evidence
48,9206,detect
48,2371,aware
48,2371,evidence
48,2371,detect
54,8878,aware
54,8878,evidence
54,8878,detect
54,2008,aware
54,2008,evidence
54,2008,detect
54,754,aware
54,754,evidence
54,754,detect
54,9137,aware
54,9137,evidence
54,9137,detect
54,8218,aware
54,8218,evidence
54,8218,detect
54,11974,aware
54,11974,evidence
54,11974,detect
54,11533,aware
54,11533,evidence
54,11533,detect
54,5521,aware
54,5521,evidence
54,5521,detect
56,11097,aware
56,11097,evidence
56,11097,detect
63,11387,aware
63,11387,evidence
63,11387,detect
71,1053,aware
71,1053,evidence
71,1053,detect
