tick,aware_users,detectors,evidence_users,gossip_bytes_this_tick,proofs_ok,proofs_inconsistent,proofs_withhold,proofs_timeout,crosscut_deliveries,crosscut_dropped,messages_this_tick,latest_users
0,0,0,0,0,0,0,0,0,0,0,27,1000
1,0,0,0,0,0,0,0,0,0,0,24,1000
2,0,0,0,0,0,0,0,0,0,0,37,1000
3,0,0,0,0,0,0,0,0,0,0,15,1000
4,0,0,0,0,0,0,0,0,0,0,12,1000
5,0,0,0,0,0,0,0,0,0,0,19,1000
6,0,0,0,0,0,0,0,0,0,0,49,1000
7,0,0,0,0,0,0,0,0,0,0,7,1000
8,0,0,0,0,0,0,0,0,0,0,39,1000
9,0,0,0,0,0,0,0,0,0,0,30,1000
10,0,0,0,0,0,0,0,0,0,0,19,1000
11,0,0,0,0,0,0,0,0,0,0,16,1000
