tick,user,event
43,3738,aware
43,3738,evidence
43,3738,detect
45,247,aware
45,247,evidence
45,247,detect
48,11197,aware
48,11197,evidence
48,11197,detect
51,3051,aware
51,3051,evidence
51,3051,detect
53,2303,aware
53,2303,evidence
53,2303,detect
64,3032,aware
64,3032,evidence
64,3032,detect
65,4010,aware
65,4010,evidence
65,4010,detect
66,10689,aware
66,10689,evidence
66,10689,detect
66,1810,aware
66,1810,evidence
66,1810,detect
66,1803,aware
66,1803,evidence
66,1803,detect
66,9181,aware
66,9181,evidence
66,9181,detect
66,7118,aware
66,7118,evidence
66,7118,detect
66,8474,aware
66,8474,evidence
66,8474,detect
66,5522,aware
66,5522,evidence
66,5522,detect
66,107,aware
66,107,evidence
66,107,detect
66,5189,aware
66,5189,evidence
66,5189,detect
66,6197,aware
66,6197,evidence
66,6197,detect
66,5526,aware
66,5526,evidence
66,5526,detect
66,912,aware
66,912,evidence
66,912,detect
67,10638,aware
67,10638,evidence
67,10638,detect
69,1683,aware
69,1683,evidence
69,1683,detect
69,4850,aware
69,4850,evidence
69,4850,detect
