server_mode,mode,users,hours,dt_min,p_gossip,adoption,fork_frac,fork_hour,detected,lat_aw_min,lat_ev_min,aware_cov_end,evid_cov_end,t10_aw,t50_aw,t10_ev,t50_ev,msgs_first_ev,msgs_10_ev,msgs_50_ev,msgs_95_ev,bytes_per_send,bytes_per_delivery,crosscuts,crosscut_rate,proof_inconsistent,evidence_events,seed,p_contact_cross,p_group_cross,p_drop_crosscut,sticky_victims,msg_rate_1to1,msg_rate_group,groups,avg_group_size,proof_withhold_rate,proof_timeout_rate,invalid_proof_rate,wall_s,run_dir,mix_level
permanent_fork,sth_proof,8000,6.0,5.0,0.003,0.1,0.05,3.0,True,80.0,80.0,0.0,0.0,,,,,32206.0,,,,0.25158174534835837,0.25158174534835837,2.0,3.743775972445809e-05,2,2,50000,0.05,0.05,0.0,True,0.2,0.08,800,10,0.0,0.0,0.0,0.6501960754394531,C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_mixing_sensitivity_lite/mix_0p05/permanent_fork_sth_proof_n8000_pg0p003_a0p1_ff0p05_s50000_drop0_pc0p05_pgc0p05,0.05
permanent_fork,sth_proof,8000,6.0,5.0,0.003,0.1,0.05,3.0,True,125.0,125.0,0.0,0.0,,,,,41403.0,,,,0.31643122676579927,0.31643122676579927,8.0,0.00014869888475836432,8,8,50001,0.05,0.05,0.0,True,0.2,0.08,800,10,0.0,0.0,0.0,0.6529552936553955,C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_mixing_sensitivity_lite/mix_0p05/permanent_fork_sth_proof_n8000_pg0p003_a0p1_ff0p05_s50001_drop0_pc0p05_pgc0p05,0.05
permanent_fork,sth_proof,8000,6.0,5.0,0.003,0.1,0.05,3.0,True,160.0,160.0,0.0,0.0,,,,,48963.0,,,,0.3875286772725563,0.3875286772725563,11.0,0.00020685245778329385,11,11,50002,0.05,0.05,0.0,True,0.2,0.08,800,10,0.0,0.0,0.0,0.6544344425201416,C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_mixing_sensitivity_lite/mix_0p05/permanent_fork_sth_proof_n8000_pg0p003_a0p1_ff0p05_s50002_drop0_pc0p05_pgc0p05,0.05
permanent_fork,sth_proof,8000,6.0,5.0,0.003,0.1,0.05,3.0,False,,,0.0,0.0,,,,,,,,,0.05230996769548126,0.05230996769548126,0.0,0.0,0,0,50003,0.05,0.05,0.0,True,0.2,0.08,800,10,0.0,0.0,0.0,0.6629433631896973,C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_mixing_sensitivity_lite/mix_0p05/permanent_fork_sth_proof_n8000_pg0p003_a0p1_ff0p05_s50003_drop0_pc0p05_pgc0p05,0.05
permanent_fork,sth_proof,8000,6.0,5.0,0.003,0.1,0.05,3.0,True,55.0,55.0,0.0,0.0,,,,,29458.0,,,,0.5210722398909586,0.5210722398909586,2.0,3.634711494775102e-05,2,2,50004,0.05,0.05,0.0,True,0.2,0.08,800,10,0.0,0.0,0.0,0.666719913482666,C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_mixing_sensitivity_lite/mix_0p05/permanent_fork_sth_proof_n8000_pg0p003_a0p1_ff0p05_s50004_drop0_pc0p05_pgc0p05,0.05
permanent_fork,sth_proof,8000,6.0,5.0,0.003,0.1,0.05,3.0,False,,,0.0,0.0,,,,,,,,,0.14331987043627784,0.14331987043627784,0.0,0.0,0,0,50005,0.05,0.05,0.0,True,0.2,0.08,800,10,0.0,0.0,0.0,0.64900803565979,C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_mixing_sensitivity_lite/mix_0p05/permanent_fork_sth_proof_n8000_pg0p003_a0p1_ff0p05_s50005_drop0_pc0p05_pgc0p05,0.05
permanent_fork,sth_proof,8000,6.0,5.0,0.005,0.1,0.05,3.0,True,80.0,80.0,0.0,0.0,,,,,32206.0,,,,0.4863913743401595,0.4863913743401595,2.0,3.743775972445809e-05,2,2,50000,0.05,0.05,0.0,True,0.2,0.08,800,10,0.0,0.0,0.0,0.6733319759368896,C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_mixing_sensitivity_lite/mix_0p05/permanent_fork_sth_proof_n8000_pg0p005_a0p1_ff0p05_s50000_drop0_pc0p05_pgc0p05,0.05
permanent_fork,sth_proof,8000,6.0,5.0,0.005,0.1,0.05,3.0,True,125.0,125.0,0.0,0.0,,,,,41403.0,,,,0.5662453531598513,0.5662453531598513,8.0,0.00014869888475836432,8,8,50001,0.05,0.05,0.0,True,0.2,0.08,800,10,0.0,0.0,0.0,0.6488194465637207,C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_mixing_sensitivity_lite/mix_0p05/permanent_fork_sth_proof_n8000_pg0p005_a0p1_ff0p05_s50001_drop0_pc0p05_pgc0p05,0.05
permanent_fork,sth_proof,8000,6.0,5.0,0.005,0.1,0.05,3.0,True,160.0,160.0,0.0,0.0,,,,,48963.0,,,,0.5560194065214938,0.5560194065214938,11.0,0.00020685245778329385,11,11,50002,0.05,0.05,0.0,True,0.2,0.08,800,10,0.0,0.0,0.0,0.652207612991333,C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_mixing_sensitivity_lite/mix_0p05/permanent_fork_sth_proof_n8000_pg0p005_a0p1_ff0p05_s50002_drop0_pc0p05_pgc0p05,0.05
permanent_fork,sth_proof,8000,6.0,5.0,0.005,0.1,0.05,3.0,False,,,0.0,0.0,,,,,,,,,0.05230996769548126,0.05230996769548126,0.0,0.0,0,0,50003,0.05,0.05,0.0,True,0.2,0.08,800,10,0.0,0.0,0.0,0.6489737033843994,C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_mixing_sensitivity_lite/mix_0p05/permanent_fork_sth_proof_n8000_pg0p005_a0p1_ff0p05_s50003_drop0_pc0p05_pgc0p05,0.05
