tick,user,event
38,10439,aware
38,10439,evidence
38,10439,detect
40,6721,aware
40,6721,evidence
40,6721,detect
40,8427,aware
40,8427,evidence
40,8427,detect
48,8064,aware
48,8064,evidence
48,8064,detect
59,7097,aware
59,7097,evidence
59,7097,detect
63,10048,aware
63,10048,evidence
63,10048,detect
64,6777,aware
64,6777,evidence
64,6777,detect
69,7348,aware
69,7348,evidence
69,7348,detect
69,3938,aware
69,3938,evidence
69,3938,detect
70,3432,aware
70,3432,evidence
70,3432,detect
70,1911,aware
70,1911,evidence
70,1911,detect
71,6054,aware
71,6054,evidence
71,6054,detect
71,6844,aware
71,6844,evidence
71,6844,detect
71,6120,aware
71,6120,evidence
71,6120,detect
71,10443,aware
71,10443,evidence
71,10443,detect
71,9307,aware
71,9307,evidence
71,9307,detect
