tick,user,event
38,8846,aware
38,8846,evidence
38,8846,detect
48,10871,aware
48,10871,evidence
48,10871,detect
48,2322,aware
48,2322,evidence
48,2322,detect
52,8623,aware
52,8623,evidence
52,8623,detect
52,7584,aware
52,7584,evidence
52,7584,detect
53,5884,aware
53,5884,evidence
53,5884,detect
55,5264,aware
55,5264,evidence
55,5264,detect
56,3377,aware
56,3377,evidence
56,3377,detect
58,7391,aware
58,7391,evidence
58,7391,detect
64,3197,aware
64,3197,evidence
64,3197,detect
68,5310,aware
68,5310,evidence
68,5310,detect
68,10064,aware
68,10064,evidence
68,10064,detect
68,3344,aware
68,3344,evidence
68,3344,detect
71,2627,aware
71,2627,evidence
71,2627,detect
71,6736,aware
71,6736,evidence
71,6736,detect
