tick,user,event
60,10323,aware
60,10323,evidence
60,10323,detect
60,4970,aware
60,4970,evidence
60,4970,detect
60,5305,aware
60,5305,evidence
60,5305,detect
60,11771,aware
60,11771,evidence
60,11771,detect
60,8222,aware
60,8222,evidence
60,8222,detect
60,3986,aware
60,3986,evidence
60,3986,detect
60,3205,aware
60,3205,evidence
60,3205,detect
60,10638,aware
60,10638,evidence
60,10638,detect
60,8619,aware
60,8619,evidence
60,8619,detect
60,5291,aware
60,5291,evidence
60,5291,detect
60,6634,aware
60,6634,evidence
60,6634,detect
63,10664,aware
63,10664,evidence
63,10664,detect
