tick,aware_users,detectors,evidence_users,gossip_bytes_this_tick,proofs_ok,proofs_inconsistent,proofs_withhold,proofs_timeout,crosscut_deliveries,crosscut_dropped,messages_this_tick
0,0,0,0,0,0,0,0,0,0,0,15506
1,0,0,0,0,0,0,0,0,0,0,15319
2,0,0,0,896,0,0,0,0,0,0,13788
3,0,0,0,896,0,0,0,0,0,0,14346
4,0,0,0,0,0,0,0,0,0,0,13521
5,0,0,0,0,0,0,0,0,0,0,14589
6,0,0,0,0,0,0,0,0,0,0,12597
7,0,0,0,0,0,0,0,0,0,0,11902
8,0,0,0,0,0,0,0,0,0,0,13136
9,0,0,0,0,0,0,0,0,0,0,12976
10,0,0,0,0,0,0,0,0,0,0,12910
11,0,0,0,0,0,0,0,0,0,0,12815
12,0,0,0,66304,0,0,0,0,0,0,10998
13,0,0,0,0,0,0,0,0,0,0,11896
14,0,0,0,0,0,0,0,0,0,0,12117
15,0,0,0,0,0,0,0,0,0,0,11404
16,0,0,0,0,0,0,0,0,0,0,11017
17,0,0,0,0,0,0,0,0,0,0,11635
18,0,0,0,54656,0,0,0,0,0,0,10477
19,0,0,0,0,0,0,0,0,0,0,9118
20,0,0,0,57344,0,0,0,0,0,0,9934
21,0,0,0,896,0,0,0,0,0,0,9312
22,0,0,0,896,0,0,0,0,0,0,9015
23,0,0,0,0,0,0,0,0,0,0,10526
24,0,0,0,119168,0,0,0,0,0,0,9417
25,0,0,0,896,0,0,0,0,0,0,10537
26,0,0,0,0,0,0,0,0,0,0,9762
27,0,0,0,0,0,0,0,0,0,0,10350
28,0,0,0,0,0,0,0,0,0,0,11019
29,0,0,0,896,0,0,0,0,0,0,10244
30,0,0,0,70784,0,0,0,0,0,0,10026
31,0,0,0,0,0,0,0,0,0,0,11931
32,0,0,0,0,0,0,0,0,0,0,12575
33,0,0,0,0,0,0,0,0,0,0,10604
34,0,0,0,0,0,0,0,0,0,0,12194
35,0,0,0,0,0,0,0,0,0,0,12416
36,0,0,0,0,0,0,0,0,0,0,11530
37,0,0,0,0,0,0,0,0,0,0,11992
38,0,0,0,0,0,0,0,0,0,0,11713
39,0,0,0,0,0,0,0,0,0,0,10892
40,0,0,0,0,0,0,0,0,0,0,13449
41,0,0,0,0,0,0,0,0,0,0,11602
42,0,0,0,0,0,0,0,0,0,0,14248
43,0,0,0,0,0,0,0,0,0,0,12063
44,0,0,0,0,0,0,0,0,0,0,13156
45,0,0,0,0,0,0,0,0,0,0,13438
46,0,0,0,0,0,0,0,0,0,0,15253
47,6,6,6,61824,0,6,0,0,6,0,14319
48,6,6,6,0,0,0,0,0,0,0,16736
49,6,6,6,0,0,0,0,0,0,0,16034
50,6,6,6,0,0,0,0,0,0,0,16853
51,6,6,6,0,0,0,0,0,0,0,17241
52,6,6,6,896,0,0,0,0,0,0,16442
53,6,6,6,0,0,0,0,0,0,0,18237
54,6,6,6,0,0,0,0,0,0,0,18014
55,6,6,6,0,0,0,0,0,0,0,18308
56,7,7,7,49280,0,1,0,0,1,0,17914
57,7,7,7,0,0,0,0,0,0,0,18709
58,7,7,7,0,0,0,0,0,0,0,18511
59,7,7,7,0,0,0,0,0,0,0,20752
60,7,7,7,0,0,0,0,0,0,0,20080
61,7,7,7,0,0,0,0,0,0,0,19673
62,7,7,7,0,0,0,0,0,0,0,21192
63,7,7,7,0,0,0,0,0,0,0,23845
64,7,7,7,0,0,0,0,0,0,0,22868
65,7,7,7,0,0,0,0,0,0,0,22996
66,11,11,11,69888,0,4,0,0,4,0,24711
67,11,11,11,0,0,0,0,0,0,0,25543
68,11,11,11,0,0,0,0,0,0,0,26750
69,11,11,11,0,0,0,0,0,0,0,25950
70,11,11,11,0,0,0,0,0,0,0,25724
71,11,11,11,0,0,0,0,0,0,0,29727
