tick,aware_users,detectors,evidence_users,gossip_bytes_this_tick,proofs_ok,proofs_inconsistent,proofs_withhold,proofs_timeout,crosscut_deliveries,crosscut_dropped,messages_this_tick
0,0,0,0,1792,0,0,0,0,0,0,954
1,0,0,0,0,0,0,0,0,0,0,875
2,0,0,0,3584,0,0,0,0,0,0,827
3,0,0,0,1792,0,0,0,0,0,0,772
4,0,0,0,0,0,0,0,0,0,0,800
5,0,0,0,0,0,0,0,0,0,0,841
6,0,0,0,896,0,0,0,0,0,0,861
7,0,0,0,0,0,0,0,0,0,0,807
8,0,0,0,1792,0,0,0,0,0,0,668
9,0,0,0,896,0,0,0,0,0,0,886
10,0,0,0,896,0,0,0,0,0,0,674
11,0,0,0,2688,0,0,0,0,0,0,748
12,0,0,0,0,0,0,0,0,0,0,852
13,0,0,0,0,0,0,0,0,0,0,693
14,0,0,0,11648,0,0,0,0,0,0,682
15,0,0,0,0,0,0,0,0,0,0,519
16,0,0,0,896,0,0,0,0,0,0,747
17,0,0,0,0,0,0,0,0,0,0,497
18,0,0,0,0,0,0,0,0,0,0,579
19,0,0,0,0,0,0,0,0,0,0,647
20,0,0,0,896,0,0,0,0,0,0,649
21,0,0,0,896,0,0,0,0,0,0,545
22,0,0,0,0,0,0,0,0,0,0,703
23,0,0,0,2688,0,0,0,0,0,0,663
24,0,0,0,896,0,0,0,0,0,0,584
25,0,0,0,1792,0,0,0,0,0,0,549
26,0,0,0,896,0,0,0,0,0,0,589
27,0,0,0,896,0,0,0,0,0,0,644
28,0,0,0,896,0,0,0,0,0,0,569
29,0,0,0,12544,0,0,0,0,0,0,656
30,0,0,0,896,0,0,0,0,0,0,649
31,0,0,0,1792,0,0,0,0,0,0,547
32,0,0,0,0,0,0,0,0,0,0,696
33,0,0,0,1792,0,0,0,0,0,0,555
34,0,0,0,0,0,0,0,0,0,0,745
35,0,0,0,1792,0,0,0,0,0,0,594
36,0,0,0,896,0,0,0,0,0,0,798
37,0,0,0,0,0,0,0,0,0,0,616
38,0,0,0,0,0,0,0,0,0,0,803
39,2,2,2,21504,0,2,0,0,2,0,865
40,2,2,2,2688,0,0,0,0,0,0,953
41,4,4,4,11648,0,2,0,0,2,0,822
42,4,4,4,0,0,0,0,0,0,0,762
43,4,4,4,8064,0,0,0,0,0,0,783
44,5,5,5,8064,0,1,0,0,1,0,790
45,6,6,6,14336,0,1,0,0,1,0,852
46,7,7,7,896,0,1,0,0,1,0,920
47,7,7,7,3584,0,0,0,0,0,0,844
48,7,7,7,1792,0,0,0,0,0,0,885
49,7,7,7,1792,0,0,0,0,0,0,848
50,7,7,7,17920,0,0,0,0,0,0,1063
51,7,7,7,13440,0,0,0,0,0,0,1007
52,8,8,8,2688,0,1,0,0,1,0,955
53,8,8,8,0,0,0,0,0,0,0,1046
54,9,9,9,2688,0,1,0,0,1,0,985
55,9,9,9,2688,0,0,0,0,0,0,972
56,9,9,9,1792,0,0,0,0,0,0,1053
57,10,10,10,8960,0,1,0,0,1,0,1197
58,10,10,10,1792,0,0,0,0,0,0,1236
59,10,10,10,896,0,0,0,0,0,0,1345
60,10,10,10,2688,0,0,0,0,0,0,1113
61,10,10,10,0,0,0,0,0,0,0,1293
62,11,11,11,30464,0,1,0,0,1,0,1204
63,11,11,11,1792,0,0,0,0,0,0,1301
64,12,12,12,2688,0,1,0,0,1,0,1439
65,12,12,12,896,0,0,0,0,0,0,1372
66,12,12,12,3584,0,0,0,0,0,0,1384
67,12,12,12,1792,0,0,0,0,0,0,1490
68,12,12,12,2688,0,0,0,0,0,0,1726
69,12,12,12,1792,0,0,0,0,0,0,1434
70,12,12,12,3584,0,0,0,0,0,0,1669
71,14,14,14,11648,0,2,0,0,2,0,1691
