users,adoption,p_gossip,server_mode,mode,fork_frac,p_contact_cross,p_group_cross,p_drop_crosscut,reps,wall_s_med,aware_cov_end_mean,evid_cov_end_mean,detected_rate,lat_aw_med,lat_ev_med,t10_aw_med,t50_aw_med,t10_ev_med,t50_ev_med,msgs_first_ev_med,msgs_50_ev_med,msgs_95_ev_med,bpd_mean,bps_mean,crosscuts_mean,evidence_mean
12000,0.3,0.005,permanent_fork,sth_proof,0.05,0.05,0.05,0.0,12,0.9466708898544312,0.0,0.0,1.0,35.0,35.0,,,,,32640.0,,,1.3919543069583253,1.3919543069583253,5.5,5.5
12000,0.3,0.008,permanent_fork,sth_proof,0.05,0.05,0.05,0.0,12,0.9364765882492065,0.0,0.0,1.0,27.5,27.5,,,,,30630.0,,,2.1813322717095187,2.1813322717095187,7.75,7.75
12000,0.3,0.012,permanent_fork,sth_proof,0.05,0.05,0.05,0.0,12,1.1773873567581177,0.0,0.0,1.0,25.0,25.0,,,,,30341.0,,,3.255516148603288,3.255516148603288,12.916666666666666,12.916666666666666
12000,0.3,0.02,permanent_fork,sth_proof,0.05,0.05,0.05,0.0,12,1.0421339273452759,0.0,0.0,1.0,25.0,25.0,,,,,30223.0,,,5.256570833351684,5.256570833351684,20.083333333333332,20.083333333333332
12000,0.3,0.03,permanent_fork,sth_proof,0.05,0.05,0.05,0.0,12,1.1221816539764404,0.0,0.0,1.0,5.0,5.0,,,,,27416.0,,,7.7812408406733695,7.7812408406733695,29.416666666666668,29.416666666666668
12000,0.3,0.05,permanent_fork,sth_proof,0.05,0.05,0.05,0.0,12,1.0976799726486206,0.0,0.0,1.0,5.0,5.0,,,,,27416.0,,,12.971865046136074,12.971865046136074,49.666666666666664,49.666666666666664
12000,0.6,0.002,permanent_fork,sth_proof,0.05,0.05,0.05,0.0,12,1.0677932500839233,0.0,0.0,0.9166666666666666,60.0,60.0,,,,,35181.0,,,1.109146447448707,1.109146447448707,6.166666666666667,6.166666666666667
12000,0.6,0.005,permanent_fork,sth_proof,0.05,0.05,0.05,0.0,12,0.9520316123962402,0.0,0.0,1.0,17.5,17.5,,,,,29670.5,,,2.6776728943777015,2.6776728943777015,13.166666666666666,13.166666666666666
12000,0.6,0.008,permanent_fork,sth_proof,0.05,0.05,0.05,0.0,12,0.9451677799224854,0.0,0.0,1.0,15.0,15.0,,,,,29005.0,,,4.001888498142979,4.001888498142979,17.333333333333332,17.333333333333332
12000,0.6,0.012,permanent_fork,sth_proof,0.05,0.05,0.05,0.0,12,0.9781668186187744,0.0,0.0,1.0,10.0,10.0,,,,,28198.5,,,6.014486902793827,6.014486902793827,23.583333333333332,23.583333333333332
12000,0.6,0.02,permanent_fork,sth_proof,0.05,0.05,0.05,0.0,12,0.934436559677124,0.0,0.0,1.0,2.5,2.5,,,,,27362.5,,,10.360465046293944,10.360465046293944,38.666666666666664,38.666666666666664
12000,0.6,0.03,permanent_fork,sth_proof,0.05,0.05,0.05,0.0,12,0.9369299411773682,0.0,0.0,1.0,2.5,2.5,,,,,27362.5,,,15.47771602693018,15.47771602693018,59.083333333333336,59.083333333333336
12000,0.6,0.05,permanent_fork,sth_proof,0.05,0.05,0.05,0.0,12,0.9519978761672974,0.0,0.0,1.0,0.0,0.0,,,,,27327.0,,,26.080937147428873,26.080937147428873,104.08333333333333,104.08333333333333
