tick,user,event
41,7982,aware
41,7982,evidence
41,7982,detect
43,9593,aware
43,9593,evidence
43,9593,detect
52,1747,aware
52,1747,evidence
52,1747,detect
58,712,aware
58,712,evidence
58,712,detect
58,11487,aware
58,11487,evidence
58,11487,detect
58,70,aware
58,70,evidence
58,70,detect
58,10448,aware
58,10448,evidence
58,10448,detect
58,3546,aware
58,3546,evidence
58,3546,detect
58,2921,aware
58,2921,evidence
58,2921,detect
58,698,aware
58,698,evidence
58,698,detect
58,2989,aware
58,2989,evidence
58,2989,detect
58,11304,aware
58,11304,evidence
58,11304,detect
58,8406,aware
58,8406,evidence
58,8406,detect
58,8565,aware
58,8565,evidence
58,8565,detect
58,9477,aware
58,9477,evidence
58,9477,detect
58,8901,aware
58,8901,evidence
58,8901,detect
58,7211,aware
58,7211,evidence
58,7211,detect
58,9465,aware
58,9465,evidence
58,9465,detect
60,1782,aware
60,1782,evidence
60,1782,detect
63,7092,aware
63,7092,evidence
63,7092,detect
66,1158,aware
66,1158,evidence
66,1158,detect
67,7620,aware
67,7620,evidence
67,7620,detect
67,3652,aware
67,3652,evidence
67,3652,detect
