tick,aware_users,detectors,evidence_users,gossip_bytes_this_tick,proofs_ok,proofs_inconsistent,proofs_withhold,proofs_timeout,crosscut_deliveries,crosscut_dropped,messages_this_tick
0,0,0,0,0,0,0,0,0,0,0,15327
1,0,0,0,0,0,0,0,0,0,0,13506
2,0,0,0,0,0,0,0,0,0,0,15011
3,0,0,0,0,0,0,0,0,0,0,15000
4,0,0,0,0,0,0,0,0,0,0,14846
5,0,0,0,896,0,0,0,0,0,0,12451
6,0,0,0,51968,0,0,0,0,0,0,13212
7,0,0,0,0,0,0,0,0,0,0,13448
8,0,0,0,0,0,0,0,0,0,0,12138
9,0,0,0,0,0,0,0,0,0,0,12118
10,0,0,0,62720,0,0,0,0,0,0,11567
11,0,0,0,0,0,0,0,0,0,0,13006
12,0,0,0,0,0,0,0,0,0,0,12459
13,0,0,0,0,0,0,0,0,0,0,12291
14,0,0,0,0,0,0,0,0,0,0,11663
15,0,0,0,107520,0,0,0,0,0,0,10923
16,0,0,0,0,0,0,0,0,0,0,10948
17,0,0,0,61824,0,0,0,0,0,0,11192
18,0,0,0,0,0,0,0,0,0,0,11961
19,0,0,0,0,0,0,0,0,0,0,10537
20,0,0,0,0,0,0,0,0,0,0,9952
21,0,0,0,0,0,0,0,0,0,0,10038
22,0,0,0,0,0,0,0,0,0,0,11375
23,0,0,0,0,0,0,0,0,0,0,11068
24,0,0,0,0,0,0,0,0,0,0,9277
25,0,0,0,0,0,0,0,0,0,0,11408
26,0,0,0,0,0,0,0,0,0,0,11772
27,0,0,0,0,0,0,0,0,0,0,9830
28,0,0,0,0,0,0,0,0,0,0,11911
29,0,0,0,0,0,0,0,0,0,0,11765
30,0,0,0,0,0,0,0,0,0,0,10592
31,0,0,0,0,0,0,0,0,0,0,10830
32,0,0,0,0,0,0,0,0,0,0,9902
33,0,0,0,61824,0,0,0,0,0,0,11230
34,0,0,0,0,0,0,0,0,0,0,11446
35,0,0,0,0,0,0,0,0,0,0,12512
36,0,0,0,0,0,0,0,0,0,0,12241
37,2,2,2,60032,0,2,0,0,2,0,12972
38,2,2,2,0,0,0,0,0,0,0,12949
39,2,2,2,896,0,0,0,0,0,0,12491
40,2,2,2,0,0,0,0,0,0,0,13544
41,2,2,2,0,0,0,0,0,0,0,11340
42,2,2,2,0,0,0,0,0,0,0,12928
43,2,2,2,0,0,0,0,0,0,0,14368
44,2,2,2,896,0,0,0,0,0,0,13410
45,2,2,2,0,0,0,0,0,0,0,12767
46,2,2,2,0,0,0,0,0,0,0,15677
47,2,2,2,0,0,0,0,0,0,0,15204
48,2,2,2,0,0,0,0,0,0,0,17040
49,2,2,2,896,0,0,0,0,0,0,14642
50,2,2,2,0,0,0,0,0,0,0,17124
51,5,5,5,65408,0,3,0,0,3,0,17638
52,5,5,5,0,0,0,0,0,0,0,17396
53,5,5,5,0,0,0,0,0,0,0,16495
54,5,5,5,0,0,0,0,0,0,0,17414
55,5,5,5,0,0,0,0,0,0,0,18231
56,5,5,5,0,0,0,0,0,0,0,19289
57,5,5,5,0,0,0,0,0,0,0,18001
58,5,5,5,0,0,0,0,0,0,0,20146
59,9,9,9,59136,0,4,0,0,4,0,17667
60,12,12,12,53760,0,3,0,0,3,0,18975
61,12,12,12,896,0,0,0,0,0,0,22238
62,12,12,12,0,0,0,0,0,0,0,22693
63,12,12,12,896,0,0,0,0,0,0,20975
64,12,12,12,896,0,0,0,0,0,0,23425
65,12,12,12,0,0,0,0,0,0,0,22677
66,12,12,12,0,0,0,0,0,0,0,23560
67,12,12,12,0,0,0,0,0,0,0,22746
68,12,12,12,0,0,0,0,0,0,0,26721
69,12,12,12,896,0,0,0,0,0,0,24873
70,12,12,12,0,0,0,0,0,0,0,25873
71,12,12,12,0,0,0,0,0,0,0,26328
