tick,user,event
40,5025,aware
40,5025,evidence
40,5025,detect
47,11881,aware
47,11881,evidence
47,11881,detect
47,11262,aware
47,11262,evidence
47,11262,detect
47,9580,aware
47,9580,evidence
47,9580,detect
47,9912,aware
47,9912,evidence
47,9912,detect
47,11037,aware
47,11037,evidence
47,11037,detect
47,7532,aware
47,7532,evidence
47,7532,detect
47,10421,aware
47,10421,evidence
47,10421,detect
47,4472,aware
47,4472,evidence
47,4472,detect
47,6446,aware
47,6446,evidence
47,6446,detect
56,11619,aware
56,11619,evidence
56,11619,detect
65,3242,aware
65,3242,evidence
65,3242,detect
67,3161,aware
67,3161,evidence
67,3161,detect
