tick,aware_users,detectors,evidence_users,gossip_bytes_this_tick,proofs_ok,proofs_inconsistent,proofs_withhold,proofs_timeout,crosscut_deliveries,crosscut_dropped,messages_this_tick,latest_users
0,0,0,0,0,0,0,0,0,0,0,976,12000
1,0,0,0,896,0,0,0,0,0,0,800,12000
2,0,0,0,9856,0,0,0,0,0,0,841,12000
3,0,0,0,0,0,0,0,0,0,0,719,12000
4,0,0,0,12544,0,0,0,0,0,0,755,12000
5,0,0,0,1792,0,0,0,0,0,0,574,12000
6,0,0,0,0,0,0,0,0,0,0,626,12000
7,0,0,0,896,0,0,0,0,0,0,875,12000
8,0,0,0,0,0,0,0,0,0,0,684,12000
9,0,0,0,896,0,0,0,0,0,0,640,12000
10,0,0,0,0,0,0,0,0,0,0,672,12000
11,0,0,0,0,0,0,0,0,0,0,775,12000
12,0,0,0,0,0,0,0,0,0,0,738,12000
13,0,0,0,1792,0,0,0,0,0,0,828,12000
14,0,0,0,0,0,0,0,0,0,0,595,12000
15,0,0,0,0,0,0,0,0,0,0,625,12000
16,0,0,0,0,0,0,0,0,0,0,717,12000
17,0,0,0,0,0,0,0,0,0,0,588,12000
18,0,0,0,896,0,0,0,0,0,0,566,12000
19,0,0,0,896,0,0,0,0,0,0,663,12000
20,0,0,0,0,0,0,0,0,0,0,724,12000
21,0,0,0,0,0,0,0,0,0,0,588,12000
22,0,0,0,0,0,0,0,0,0,0,606,12000
23,0,0,0,9856,0,0,0,0,0,0,610,12000
