tick,user,event
40,11424,aware
40,11424,evidence
40,11424,detect
40,7769,aware
40,7769,evidence
40,7769,detect
40,1598,aware
40,1598,evidence
40,1598,detect
40,2820,aware
40,2820,evidence
40,2820,detect
40,1285,aware
40,1285,evidence
40,1285,detect
40,259,aware
40,259,evidence
40,259,detect
40,1621,aware
40,1621,evidence
40,1621,detect
40,3901,aware
40,3901,evidence
40,3901,detect
40,10563,aware
40,10563,evidence
40,10563,detect
40,3557,aware
40,3557,evidence
40,3557,detect
40,8028,aware
40,8028,evidence
40,8028,detect
40,5103,aware
40,5103,evidence
40,5103,detect
40,5697,aware
40,5697,evidence
40,5697,detect
40,7262,aware
40,7262,evidence
40,7262,detect
40,9939,aware
40,9939,evidence
40,9939,detect
40,4966,aware
40,4966,evidence
40,4966,detect
53,1546,aware
53,1546,evidence
53,1546,detect
60,2529,aware
60,2529,evidence
60,2529,detect
60,4094,aware
60,4094,evidence
60,4094,detect
62,119,aware
62,119,evidence
62,119,detect
