run_dir,mode,p_gossip,adoption,t_since_release_min,aware_new_frac,cum_msgs_since_release,cum_gossip_bytes_since_release
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58000_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,0.0,0.0,809,128
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58000_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,5.0,0.0,1519,128
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58000_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,10.0,0.0,2114,256
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58000_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,15.0,0.0,2731,256
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58000_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,20.0,0.0,3318,256
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58000_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,25.0,0.0,4015,256
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58000_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,30.0,0.0,4718,256
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58000_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,35.0,0.0,5396,256
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58000_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,40.0,0.0,6084,256
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58000_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,45.0,0.0,6754,256
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58000_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,50.0,0.0,7435,384
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58000_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,55.0,0.0,8168,384
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58000_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,60.0,0.0,8782,384
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58000_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,65.0,0.0,9361,384
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58000_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,70.0,0.0,10002,384
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58000_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,75.0,0.0,10613,2304
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58000_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,80.0,0.0,11349,2432
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58000_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,85.0,0.0,11929,2432
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58000_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,90.0,0.0,12604,2432
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58000_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,95.0,0.0,13336,2432
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58000_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,100.0,0.0,13942,2432
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58000_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,105.0,0.0,14615,2432
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58000_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,110.0,0.0,15425,2560
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58000_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,115.0,0.0,16226,2560
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58001_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,0.0,0.0,810,0
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58001_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,5.0,0.0,1446,1024
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58001_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,10.0,0.0,2131,2688
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58001_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,15.0,0.0,2947,2688
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58001_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,20.0,0.0,3696,2688
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58001_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,25.0,0.0,4499,2688
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58001_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,30.0,0.0,5155,2688
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58001_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,35.0,0.0,5871,2816
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58001_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,40.0,0.0,6693,2816
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58001_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,45.0,0.0,7270,2816
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58001_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,50.0,0.0,7874,2816
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58001_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,55.0,0.0,8573,2816
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58001_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,60.0,0.0,9280,2816
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58001_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,65.0,0.0,9816,2816
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58001_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,70.0,0.0,10406,2816
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58001_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,75.0,0.0,11062,2944
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58001_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,80.0,0.0,11643,2944
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58001_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,85.0,0.0,12260,2944
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58001_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,90.0,0.0,12965,2944
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58001_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,95.0,0.0,13671,3072
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58001_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,100.0,0.0,14421,3072
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58001_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,105.0,0.0,15098,4864
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58001_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,110.0,0.0,15603,4992
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58001_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,115.0,0.0,16267,4992
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58002_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,0.0,0.0,761,768
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58002_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,5.0,0.0,1366,768
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58002_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,10.0,0.0,1976,1024
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58002_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,15.0,0.0,2532,1024
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58002_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,20.0,0.0,3161,1024
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58002_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,25.0,0.0,3817,1920
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58002_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,30.0,0.0,4429,2048
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58002_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,35.0,0.0,5038,2048
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58002_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,40.0,0.0,5785,2048
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58002_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,45.0,0.0,6483,2048
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58002_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,50.0,0.0,7103,2048
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58002_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,55.0,0.0,7684,2048
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58002_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,60.0,0.0,8274,2048
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58002_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,65.0,0.0,8878,2048
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58002_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,70.0,0.0,9554,2304
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58002_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,75.0,0.0,10105,2304
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58002_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,80.0,0.0,10704,2432
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58002_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,85.0,0.0,11344,2432
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58002_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,90.0,0.0,11935,2432
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58002_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,95.0,0.0,12523,3584
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58002_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,100.0,0.0,13167,3584
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58002_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,105.0,0.0,13920,4864
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58002_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,110.0,0.0,14571,4864
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58002_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,115.0,0.0,15276,4992
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58003_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,0.0,0.0,730,128
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58003_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,5.0,0.0,1303,128
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58003_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,10.0,0.0,1893,256
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58003_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,15.0,0.0,2514,256
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58003_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,20.0,0.0,3215,256
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58003_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,25.0,0.0,3778,256
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58003_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,30.0,0.0,4461,256
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58003_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,35.0,0.0,5159,384
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58003_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,40.0,0.0,5839,1664
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58003_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,45.0,0.0,6525,1664
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58003_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,50.0,0.0,7287,1664
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58003_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,55.0,0.0,7887,1664
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58003_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,60.0,0.0,8694,1664
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58003_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,65.0,0.0,9294,1664
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58003_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,70.0,0.0,9958,1664
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58003_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,75.0,0.0,10573,1664
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58003_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,80.0,0.0,11175,1664
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58003_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,85.0,0.0,11791,1664
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58003_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,90.0,0.0,12506,1664
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58003_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,95.0,0.0,13140,1664
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58003_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,100.0,0.0,13790,1664
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58003_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,105.0,0.0,14437,1664
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58003_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,110.0,0.0,15144,1664
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58003_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,115.0,0.0,15887,3840
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58004_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,0.0,0.0,695,0
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58004_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,5.0,0.0,1494,0
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58004_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,10.0,0.0,2229,0
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58004_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,15.0,0.0,3067,128
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58004_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,20.0,0.0,3689,128
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58004_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,25.0,0.0,4342,128
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58004_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,30.0,0.0,5000,256
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58004_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,35.0,0.0,5732,256
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58004_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,40.0,0.0,6418,256
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58004_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,45.0,0.0,7103,256
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58004_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,50.0,0.0,7656,256
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58004_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,55.0,0.0,8327,256
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58004_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,60.0,0.0,8918,256
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58004_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,65.0,0.0,9569,256
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58004_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,70.0,0.0,10270,256
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58004_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,75.0,0.0,10950,256
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58004_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,80.0,0.0,11660,256
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58004_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,85.0,0.0,12440,256
C:/Users/efasllija/dev/gossip-poc/out_nb_incremental_clean0104/scenario_honest_awareness/honest_sth_only_n12000_pg0p005_a0p2_ff0_s58004_drop0_pc0p05_pgc0p05,sth_only,0.005,0.2,90.0,0.0,13066,256
