tick,aware_users,detectors,evidence_users,gossip_bytes_this_tick,proofs_ok,proofs_inconsistent,proofs_withhold,proofs_timeout,crosscut_deliveries,crosscut_dropped,messages_this_tick
0,0,0,0,0,0,0,0,0,0,0,10521
1,0,0,0,0,0,0,0,0,0,0,10210
2,0,0,0,0,0,0,0,0,0,0,10786
3,0,0,0,0,0,0,0,0,0,0,10541
4,0,0,0,0,0,0,0,0,0,0,9429
5,0,0,0,0,0,0,0,0,0,0,10229
6,0,0,0,0,0,0,0,0,0,0,10869
7,0,0,0,0,0,0,0,0,0,0,9893
8,0,0,0,0,0,0,0,0,0,0,8690
9,0,0,0,0,0,0,0,0,0,0,8427
10,0,0,0,0,0,0,0,0,0,0,9714
11,0,0,0,0,0,0,0,0,0,0,9412
12,0,0,0,0,0,0,0,0,0,0,7413
13,0,0,0,0,0,0,0,0,0,0,9044
14,0,0,0,0,0,0,0,0,0,0,8721
15,0,0,0,0,0,0,0,0,0,0,9782
16,0,0,0,0,0,0,0,0,0,0,9617
17,0,0,0,0,0,0,0,0,0,0,8159
18,0,0,0,0,0,0,0,0,0,0,7782
19,0,0,0,0,0,0,0,0,0,0,8545
20,0,0,0,0,0,0,0,0,0,0,8052
21,0,0,0,0,0,0,0,0,0,0,7950
22,0,0,0,0,0,0,0,0,0,0,7194
23,0,0,0,0,0,0,0,0,0,0,7097
24,0,0,0,0,0,0,0,0,0,0,6908
25,0,0,0,0,0,0,0,0,0,0,7126
26,0,0,0,0,0,0,0,0,0,0,8887
27,0,0,0,0,0,0,0,0,0,0,8349
28,0,0,0,0,0,0,0,0,0,0,6733
29,0,0,0,0,0,0,0,0,0,0,10661
30,0,0,0,0,0,0,0,0,0,0,7680
31,0,0,0,86912,0,0,0,0,0,0,7362
32,0,0,0,0,0,0,0,0,0,0,8353
33,0,0,0,0,0,0,0,0,0,0,8168
34,0,0,0,0,0,0,0,0,0,0,8596
35,0,0,0,0,0,0,0,0,0,0,7545
36,0,0,0,0,0,0,0,0,0,0,8006
37,0,0,0,0,0,0,0,0,0,0,8282
38,0,0,0,0,0,0,0,0,0,0,8251
39,0,0,0,0,0,0,0,0,0,0,8139
40,0,0,0,0,0,0,0,0,0,0,8967
41,0,0,0,0,0,0,0,0,0,0,11349
42,0,0,0,0,0,0,0,0,0,0,9639
43,0,0,0,0,0,0,0,0,0,0,9359
44,0,0,0,0,0,0,0,0,0,0,9950
45,0,0,0,0,0,0,0,0,0,0,10934
46,0,0,0,0,0,0,0,0,0,0,10166
47,0,0,0,0,0,0,0,0,0,0,10301
48,0,0,0,896,0,0,0,0,0,0,11602
49,0,0,0,0,0,0,0,0,0,0,11298
50,0,0,0,0,0,0,0,0,0,0,10808
51,0,0,0,0,0,0,0,0,0,0,12164
52,0,0,0,0,0,0,0,0,0,0,13203
53,0,0,0,0,0,0,0,0,0,0,14435
54,0,0,0,0,0,0,0,0,0,0,12565
55,0,0,0,0,0,0,0,0,0,0,11923
56,0,0,0,0,0,0,0,0,0,0,13091
57,0,0,0,0,0,0,0,0,0,0,15576
58,0,0,0,0,0,0,0,0,0,0,13930
59,0,0,0,0,0,0,0,0,0,0,14680
60,0,0,0,0,0,0,0,0,0,0,17785
61,0,0,0,0,0,0,0,0,0,0,16013
62,0,0,0,0,0,0,0,0,0,0,19182
63,0,0,0,0,0,0,0,0,0,0,19850
64,0,0,0,0,0,0,0,0,0,0,19587
65,0,0,0,0,0,0,0,0,0,0,20186
66,0,0,0,0,0,0,0,0,0,0,19275
67,0,0,0,0,0,0,0,0,0,0,18811
68,0,0,0,0,0,0,0,0,0,0,22319
69,0,0,0,0,0,0,0,0,0,0,21946
70,8,8,8,73472,0,8,0,0,8,0,22132
71,8,8,8,0,0,0,0,0,0,0,22834
