tick,user,event
37,1068,aware
37,1068,evidence
37,1068,detect
39,7774,aware
39,7774,evidence
39,7774,detect
53,7977,aware
53,7977,evidence
53,7977,detect
59,737,aware
59,737,evidence
59,737,detect
64,7566,aware
64,7566,evidence
64,7566,detect
67,5098,aware
67,5098,evidence
67,5098,detect
67,2997,aware
67,2997,evidence
67,2997,detect
67,7491,aware
67,7491,evidence
67,7491,detect
67,1268,aware
67,1268,evidence
67,1268,detect
67,8299,aware
67,8299,evidence
67,8299,detect
67,2461,aware
67,2461,evidence
67,2461,detect
67,8568,aware
67,8568,evidence
67,8568,detect
67,6844,aware
67,6844,evidence
67,6844,detect
71,3871,aware
71,3871,evidence
71,3871,detect
