tick,user,event
36,3295,aware
36,3295,evidence
36,3295,detect
41,2263,aware
41,2263,evidence
41,2263,detect
42,7261,aware
42,7261,evidence
42,7261,detect
52,161,aware
52,161,evidence
52,161,detect
54,3676,aware
54,3676,evidence
54,3676,detect
56,5348,aware
56,5348,evidence
56,5348,detect
61,5272,aware
61,5272,evidence
61,5272,detect
64,7908,aware
64,7908,evidence
64,7908,detect
65,2745,aware
65,2745,evidence
65,2745,detect
68,4591,aware
68,4591,evidence
68,4591,detect
68,10512,aware
68,10512,evidence
68,10512,detect
69,6578,aware
69,6578,evidence
69,6578,detect
69,8015,aware
69,8015,evidence
69,8015,detect
69,1718,aware
69,1718,evidence
69,1718,detect
69,11205,aware
69,11205,evidence
69,11205,detect
