tick,aware_users,detectors,evidence_users,gossip_bytes_this_tick,proofs_ok,proofs_inconsistent,proofs_withhold,proofs_timeout,crosscut_deliveries,crosscut_dropped,messages_this_tick
0,0,0,0,0,0,0,0,0,0,0,15484
1,0,0,0,0,0,0,0,0,0,0,15197
2,0,0,0,896,0,0,0,0,0,0,13716
3,0,0,0,0,0,0,0,0,0,0,16387
4,0,0,0,896,0,0,0,0,0,0,13558
5,0,0,0,0,0,0,0,0,0,0,12499
6,0,0,0,896,0,0,0,0,0,0,12297
7,0,0,0,0,0,0,0,0,0,0,13598
8,0,0,0,0,0,0,0,0,0,0,12734
9,0,0,0,0,0,0,0,0,0,0,12079
10,0,0,0,0,0,0,0,0,0,0,12555
11,0,0,0,1792,0,0,0,0,0,0,11954
12,0,0,0,0,0,0,0,0,0,0,11901
13,0,0,0,0,0,0,0,0,0,0,10333
14,0,0,0,896,0,0,0,0,0,0,12187
15,0,0,0,68096,0,0,0,0,0,0,10543
16,0,0,0,896,0,0,0,0,0,0,10139
17,0,0,0,0,0,0,0,0,0,0,12403
18,0,0,0,79744,0,0,0,0,0,0,11548
19,0,0,0,0,0,0,0,0,0,0,10842
20,0,0,0,60928,0,0,0,0,0,0,11489
21,0,0,0,0,0,0,0,0,0,0,10753
22,0,0,0,56448,0,0,0,0,0,0,10707
23,0,0,0,0,0,0,0,0,0,0,9782
24,0,0,0,0,0,0,0,0,0,0,10471
25,0,0,0,896,0,0,0,0,0,0,10763
26,0,0,0,0,0,0,0,0,0,0,9774
27,0,0,0,54656,0,0,0,0,0,0,12124
28,0,0,0,0,0,0,0,0,0,0,10766
29,0,0,0,0,0,0,0,0,0,0,11577
30,0,0,0,0,0,0,0,0,0,0,11795
31,0,0,0,0,0,0,0,0,0,0,11518
32,0,0,0,0,0,0,0,0,0,0,12063
33,0,0,0,896,0,0,0,0,0,0,12258
34,0,0,0,0,0,0,0,0,0,0,11439
35,0,0,0,0,0,0,0,0,0,0,13799
36,0,0,0,0,0,0,0,0,0,0,12965
37,1,1,1,896,0,1,0,0,1,0,13889
38,1,1,1,0,0,0,0,0,0,0,13147
39,1,1,1,0,0,0,0,0,0,0,13452
40,4,4,4,53760,0,3,0,0,3,0,13134
41,4,4,4,0,0,0,0,0,0,0,12715
42,4,4,4,1792,0,0,0,0,0,0,12490
43,5,5,5,53760,0,1,0,0,1,0,13963
44,7,7,7,51072,0,2,0,0,2,0,15086
45,7,7,7,0,0,0,0,0,0,0,15952
46,10,10,10,51072,0,3,0,0,3,0,14059
47,10,10,10,896,0,0,0,0,0,0,16617
48,20,20,20,139776,0,11,0,0,11,0,16220
49,20,20,20,0,0,0,0,0,0,0,15535
50,20,20,20,0,0,0,0,0,0,0,17110
51,21,21,21,896,0,1,0,0,1,0,17448
52,24,24,24,63616,0,3,0,0,3,0,19033
53,30,30,30,125440,0,6,0,0,6,0,17617
54,30,30,30,0,0,0,0,0,0,0,17833
55,30,30,30,896,0,0,0,0,0,0,19424
56,30,30,30,0,0,0,0,0,0,0,18217
57,30,30,30,0,0,0,0,0,0,0,20815
58,31,31,31,55552,0,1,0,0,1,0,21591
59,31,31,31,0,0,0,0,0,0,0,21846
60,31,31,31,896,0,0,0,0,0,0,18769
61,31,31,31,0,0,0,0,0,0,0,22165
62,32,32,32,56448,0,1,0,0,1,0,20812
63,33,33,33,896,0,1,0,0,1,0,23881
64,33,33,33,0,0,0,0,0,0,0,26451
65,33,33,33,1792,0,0,0,0,0,0,24893
66,33,33,33,1792,0,0,0,0,0,0,25643
67,33,33,33,0,0,0,0,0,0,0,26433
68,33,33,33,0,0,0,0,0,0,0,27007
69,36,36,36,57344,0,3,0,0,3,0,31316
70,36,36,36,896,0,0,0,0,0,0,28209
71,36,36,36,896,0,0,0,0,0,0,28776
