tick,aware_users,detectors,evidence_users,gossip_bytes_this_tick,proofs_ok,proofs_inconsistent,proofs_withhold,proofs_timeout,crosscut_deliveries,crosscut_dropped,messages_this_tick,latest_users
0,0,0,0,1792,0,0,0,0,0,0,799,12000
1,0,0,0,16128,0,0,0,0,0,0,729,12000
2,0,0,0,896,0,0,0,0,0,0,885,12000
3,0,0,0,1792,0,0,0,0,0,0,767,12000
4,0,0,0,3584,0,0,0,0,0,0,727,12000
5,0,0,0,0,0,0,0,0,0,0,746,12000
6,0,0,0,2688,0,0,0,0,0,0,686,12000
7,0,0,0,3584,0,0,0,0,0,0,700,12000
8,0,0,0,3584,0,0,0,0,0,0,758,12000
9,0,0,0,0,0,0,0,0,0,0,631,12000
10,0,0,0,7168,0,0,0,0,0,0,677,12000
11,0,0,0,4480,0,0,0,0,0,0,868,12000
12,0,0,0,0,0,0,0,0,0,0,655,0
13,0,0,0,896,0,0,0,0,0,0,598,2
14,0,0,0,1792,0,0,0,0,0,0,809,6
15,0,0,0,1792,0,0,0,0,0,0,796,10
16,0,0,0,1792,0,0,0,0,0,0,591,14
17,0,0,0,9856,0,0,0,0,0,0,539,25
18,0,0,0,2688,0,0,0,0,0,0,694,31
19,0,0,0,896,0,0,0,0,0,0,572,33
20,0,0,0,1792,0,0,0,0,0,0,732,37
21,0,0,0,25088,0,0,0,0,0,0,589,66
22,0,0,0,25088,0,0,0,0,0,0,602,95
23,0,0,0,1792,0,0,0,0,0,0,562,98
24,0,0,0,896,0,0,0,0,0,0,683,2
25,0,0,0,2688,0,0,0,0,0,0,630,8
26,0,0,0,896,0,0,0,0,0,0,656,10
27,0,0,0,14336,0,0,0,0,0,0,735,26
28,0,0,0,9856,0,0,0,0,0,0,641,41
29,0,0,0,9856,0,0,0,0,0,0,565,52
30,0,0,0,0,0,0,0,0,0,0,605,52
31,0,0,0,8960,0,0,0,0,0,0,563,63
32,0,0,0,896,0,0,0,0,0,0,725,65
33,0,0,0,896,0,0,0,0,0,0,688,67
34,0,0,0,4480,0,0,0,0,0,0,543,77
35,0,0,0,896,0,0,0,0,0,0,713,79
36,0,0,0,2688,0,0,0,0,0,0,695,6
37,0,0,0,896,0,0,0,0,0,0,701,8
38,0,0,0,3584,0,0,0,0,0,0,688,15
39,0,0,0,10752,0,0,0,0,0,0,665,29
40,0,0,0,3584,0,0,0,0,0,0,711,37
41,0,0,0,1792,0,0,0,0,0,0,765,41
42,0,0,0,896,0,0,0,0,0,0,884,43
43,5,5,5,8064,0,5,0,0,5,0,672,52
44,5,5,5,3584,0,0,0,0,0,0,865,60
45,5,5,5,1792,0,0,0,0,0,0,847,63
46,5,5,5,896,0,0,0,0,0,0,918,65
47,5,5,5,3584,0,0,0,0,0,0,788,73
48,5,5,5,25088,0,0,0,0,0,0,957,29
49,5,5,5,1792,0,0,0,0,0,0,868,33
50,5,5,5,11648,0,0,0,0,0,0,1053,48
51,5,5,5,12544,0,0,0,0,0,0,1045,65
52,5,5,5,10752,0,0,0,0,0,0,1178,79
53,5,5,5,896,0,0,0,0,0,0,1057,81
54,5,5,5,896,0,0,0,0,0,0,1071,83
55,5,5,5,2688,0,0,0,0,0,0,985,89
56,6,6,6,3584,0,1,0,0,1,0,1107,96
57,7,7,7,11648,0,1,0,0,1,0,1096,113
58,9,9,9,27776,0,2,0,0,2,0,1256,145
59,10,10,10,16128,0,1,0,0,1,0,1169,166
60,10,10,10,11648,0,0,0,0,0,0,1318,16
61,10,10,10,1792,0,0,0,0,0,0,1314,19
62,10,10,10,25984,0,1,0,0,1,0,1261,51
63,11,11,11,6272,0,1,0,0,1,0,1531,64
64,12,12,12,5376,0,1,0,0,1,0,1571,75
65,12,12,12,3584,0,0,0,0,0,0,1703,82
66,13,13,13,17920,0,1,0,0,1,0,1518,108
67,15,15,15,22400,0,2,0,0,2,0,1654,126
68,16,16,16,60032,0,1,0,0,1,0,1484,199
69,16,16,16,3584,0,0,0,0,0,0,1795,207
70,16,16,16,1792,0,0,0,0,0,0,1470,211
71,16,16,16,2688,0,0,0,0,0,0,1906,217
