tick,aware_users,detectors,evidence_users,gossip_bytes_this_tick,proofs_ok,proofs_inconsistent,proofs_withhold,proofs_timeout,crosscut_deliveries,crosscut_dropped,messages_this_tick
0,0,0,0,10752,0,0,0,0,0,0,985
1,0,0,0,3584,0,0,0,0,0,0,807
2,0,0,0,2688,0,0,0,0,0,0,797
3,0,0,0,2688,0,0,0,0,0,0,630
4,0,0,0,9856,0,0,0,0,0,0,959
5,0,0,0,2688,0,0,0,0,0,0,946
6,0,0,0,10752,0,0,0,0,0,0,911
7,0,0,0,14336,0,0,0,0,0,0,779
8,0,0,0,1792,0,0,0,0,0,0,868
9,0,0,0,2688,0,0,0,0,0,0,897
10,0,0,0,12544,0,0,0,0,0,0,907
11,0,0,0,1792,0,0,0,0,0,0,755
12,0,0,0,896,0,0,0,0,0,0,813
13,0,0,0,0,0,0,0,0,0,0,687
14,0,0,0,15232,0,0,0,0,0,0,702
15,0,0,0,14336,0,0,0,0,0,0,780
16,0,0,0,17024,0,0,0,0,0,0,683
17,0,0,0,2688,0,0,0,0,0,0,754
18,0,0,0,11648,0,0,0,0,0,0,682
19,0,0,0,0,0,0,0,0,0,0,684
20,0,0,0,1792,0,0,0,0,0,0,802
21,0,0,0,2688,0,0,0,0,0,0,497
22,0,0,0,1792,0,0,0,0,0,0,629
23,0,0,0,896,0,0,0,0,0,0,697
24,0,0,0,2688,0,0,0,0,0,0,714
25,0,0,0,896,0,0,0,0,0,0,672
26,0,0,0,15232,0,0,0,0,0,0,758
27,0,0,0,13440,0,0,0,0,0,0,683
28,0,0,0,5376,0,0,0,0,0,0,593
29,0,0,0,2688,0,0,0,0,0,0,537
30,0,0,0,1792,0,0,0,0,0,0,663
31,0,0,0,2688,0,0,0,0,0,0,695
32,0,0,0,1792,0,0,0,0,0,0,750
33,0,0,0,3584,0,0,0,0,0,0,720
34,0,0,0,17024,0,0,0,0,0,0,739
35,0,0,0,9856,0,0,0,0,0,0,705
36,0,0,0,17920,0,0,0,0,0,0,795
37,0,0,0,896,0,0,0,0,0,0,901
38,1,1,1,896,0,1,0,0,1,0,796
39,1,1,1,13440,0,0,0,0,0,0,810
40,1,1,1,2688,0,0,0,0,0,0,768
41,1,1,1,2688,0,0,0,0,0,0,799
42,1,1,1,0,0,0,0,0,0,0,812
43,1,1,1,8960,0,0,0,0,0,0,836
44,1,1,1,896,0,0,0,0,0,0,897
45,3,3,3,31360,0,2,0,0,2,0,852
46,3,3,3,0,0,0,0,0,0,0,978
47,3,3,3,8064,0,0,0,0,0,0,931
48,3,3,3,34048,0,0,0,0,0,0,1073
49,3,3,3,4480,0,0,0,0,0,0,1005
50,4,4,4,5376,0,1,0,0,1,0,968
51,4,4,4,2688,0,0,0,0,0,0,972
52,4,4,4,13440,0,0,0,0,0,0,1134
53,4,4,4,4480,0,0,0,0,0,0,1015
54,4,4,4,896,0,0,0,0,0,0,1059
55,4,4,4,6272,0,0,0,0,0,0,1240
56,4,4,4,5376,0,0,0,0,0,0,1264
57,5,5,5,14336,0,1,0,0,1,0,1184
58,5,5,5,2688,0,0,0,0,0,0,1270
59,5,5,5,3584,0,0,0,0,0,0,1283
60,5,5,5,0,0,0,0,0,0,0,1210
61,5,5,5,2688,0,0,0,0,0,0,1233
62,5,5,5,7168,0,0,0,0,0,0,1050
63,5,5,5,3584,0,0,0,0,0,0,1189
64,5,5,5,25088,0,0,0,0,0,0,1407
65,5,5,5,6272,0,0,0,0,0,0,1494
66,5,5,5,34048,0,0,0,0,0,0,1512
67,6,6,6,30464,0,1,0,0,1,0,1349
68,6,6,6,5376,0,0,0,0,0,0,1783
69,6,6,6,1792,0,0,0,0,0,0,1694
70,6,6,6,9856,0,0,0,0,0,0,1973
71,6,6,6,12544,0,0,0,0,0,0,1686
