tick,aware_users,detectors,evidence_users,gossip_bytes_this_tick,proofs_ok,proofs_inconsistent,proofs_withhold,proofs_timeout,crosscut_deliveries,crosscut_dropped,messages_this_tick
0,0,0,0,0,0,0,0,0,0,0,6203
1,0,0,0,0,0,0,0,0,0,0,6838
2,0,0,0,0,0,0,0,0,0,0,6326
3,0,0,0,0,0,0,0,0,0,0,6708
4,0,0,0,896,0,0,0,0,0,0,5975
5,0,0,0,37632,0,0,0,0,0,0,6332
6,0,0,0,0,0,0,0,0,0,0,6480
7,0,0,0,896,0,0,0,0,0,0,5264
8,0,0,0,0,0,0,0,0,0,0,5581
9,0,0,0,0,0,0,0,0,0,0,6497
10,0,0,0,0,0,0,0,0,0,0,5813
11,0,0,0,0,0,0,0,0,0,0,4380
12,0,0,0,0,0,0,0,0,0,0,5185
13,0,0,0,0,0,0,0,0,0,0,5634
14,0,0,0,0,0,0,0,0,0,0,5312
15,0,0,0,1792,0,0,0,0,0,0,5122
16,0,0,0,0,0,0,0,0,0,0,5089
17,0,0,0,0,0,0,0,0,0,0,4475
18,0,0,0,0,0,0,0,0,0,0,5141
19,0,0,0,23296,0,0,0,0,0,0,4349
20,0,0,0,0,0,0,0,0,0,0,4487
21,0,0,0,0,0,0,0,0,0,0,4748
22,0,0,0,0,0,0,0,0,0,0,5027
23,0,0,0,0,0,0,0,0,0,0,4701
24,0,0,0,0,0,0,0,0,0,0,3955
25,0,0,0,0,0,0,0,0,0,0,4731
26,0,0,0,0,0,0,0,0,0,0,4660
27,0,0,0,0,0,0,0,0,0,0,5384
28,0,0,0,0,0,0,0,0,0,0,4950
29,0,0,0,0,0,0,0,0,0,0,5339
30,0,0,0,0,0,0,0,0,0,0,5086
31,0,0,0,0,0,0,0,0,0,0,5090
32,0,0,0,896,0,0,0,0,0,0,4963
33,0,0,0,28672,0,0,0,0,0,0,5511
34,0,0,0,0,0,0,0,0,0,0,5761
35,0,0,0,0,0,0,0,0,0,0,4597
36,4,4,4,34944,0,4,0,0,4,0,5205
37,4,4,4,0,0,0,0,0,0,0,4868
38,4,4,4,0,0,0,0,0,0,0,5181
39,4,4,4,0,0,0,0,0,0,0,6171
40,4,4,4,0,0,0,0,0,0,0,6185
41,4,4,4,0,0,0,0,0,0,0,6911
42,4,4,4,0,0,0,0,0,0,0,6564
43,4,4,4,0,0,0,0,0,0,0,6638
44,4,4,4,0,0,0,0,0,0,0,6685
45,4,4,4,0,0,0,0,0,0,0,7329
46,4,4,4,0,0,0,0,0,0,0,6614
47,4,4,4,0,0,0,0,0,0,0,7219
48,4,4,4,0,0,0,0,0,0,0,7571
49,4,4,4,0,0,0,0,0,0,0,7654
50,4,4,4,0,0,0,0,0,0,0,7425
51,4,4,4,896,0,0,0,0,0,0,7770
52,4,4,4,0,0,0,0,0,0,0,7612
53,4,4,4,0,0,0,0,0,0,0,8874
54,4,4,4,0,0,0,0,0,0,0,8164
55,4,4,4,0,0,0,0,0,0,0,9650
56,4,4,4,0,0,0,0,0,0,0,8500
57,4,4,4,0,0,0,0,0,0,0,8854
58,4,4,4,0,0,0,0,0,0,0,10283
59,4,4,4,0,0,0,0,0,0,0,9032
60,4,4,4,0,0,0,0,0,0,0,9719
61,4,4,4,0,0,0,0,0,0,0,10311
62,4,4,4,0,0,0,0,0,0,0,10091
63,4,4,4,0,0,0,0,0,0,0,9810
64,6,6,6,34048,0,2,0,0,2,0,11343
65,6,6,6,0,0,0,0,0,0,0,11473
66,8,8,8,38528,0,2,0,0,2,0,11449
67,8,8,8,0,0,0,0,0,0,0,11527
68,8,8,8,0,0,0,0,0,0,0,11721
69,8,8,8,0,0,0,0,0,0,0,13155
70,9,9,9,71680,0,1,0,0,1,0,13164
71,9,9,9,0,0,0,0,0,0,0,12975
